"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","2008","2009","2010","2011","2012","2013"
"12260","Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",20373649,20681077,21022244,21690589,21603466,21489654
"12260","Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",36867,37056,37095,37987,37473,37034
"12420","Austin-Round Rock, TX (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",66243339,65030555,67593933,72700268,78606851,79869752
"12420","Austin-Round Rock, TX (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",40544,38655,39122,40800,42835,42415
"12540","Bakersfield, CA (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",25257147,24767524,26025990,27636065,29080513,29644761
"12540","Bakersfield, CA (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",30864,29835,30917,32533,33992,34306
"12580","Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",123045706,121695196,122278714,126796766,130102172,129608069
"12580","Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",45916,45139,45033,46374,47243,46777
"12620","Bangor, ME (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",5239426,5371323,5319979,5347647,5363037,5437878
"12620","Bangor, ME (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",34162,34931,34584,34776,34936,35457
"12700","Barnstable Town, MA (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",10979055,10942680,11100595,11809234,12197861,12319057
"12700","Barnstable Town, MA (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",50579,50662,51411,54825,56748,57301
"12940","Baton Rouge, LA (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",31608823,31688743,31984743,32348163,33790558,34428208
"12940","Baton Rouge, LA (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",40125,39815,39759,40002,41466,41977
"12980","Battle Creek, MI (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",4903211,4836562,4910899,4953726,5014232,5037470
"12980","Battle Creek, MI (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",35708,35484,36107,36586,37156,37311
"13020","Bay City, MI (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",3862493,3830209,3928622,4004440,3988808,3909030
"13020","Bay City, MI (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",35658,35493,36478,37345,37317,36590
"13140","Beaumont-Port Arthur, TX (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",15521784,15443499,15792822,16077039,16860591,16543564
"13140","Beaumont-Port Arthur, TX (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",38839,38456,39116,39681,41764,40861
"13220","Beckley, WV (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",5178046,5302977,5143226,5487082,5514518,5348293
"13220","Beckley, WV (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",41574,42486,41179,43831,44090,42982
"13380","Bellingham, WA (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",7620128,7396223,7403492,7497416,7840978,7945987
"13380","Bellingham, WA (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",38738,37006,36733,36868,38261,38507
"13460","Bend-Redmond, OR (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",6066064,5790697,5725356,6024845,6190576,6360523
"13460","Bend-Redmond, OR (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",38682,36803,36273,37702,38240,38327
"13740","Billings, MT (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",6333417,6059233,6158894,6469760,6827876,6735734
"13740","Billings, MT (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",40832,38497,38654,40240,41923,40734
"13780","Binghamton, NY (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",9314266,9446494,9475000,9566077,9691203,9622995
"13780","Binghamton, NY (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",36884,37461,37680,38225,38956,38837
"13820","Birmingham-Hoover, AL (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",49120115,46985907,47597723,48711982,50273255,50437561
"13820","Birmingham-Hoover, AL (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",43971,41755,42156,43057,44297,44232
"13900","Bismarck, ND (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",4520372,4691664,4988622,5357655,5782287,5792333
"13900","Bismarck, ND (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",40621,41467,43292,45711,48152,46806
"13980","Blacksburg-Christiansburg-Radford, VA (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",5788517,5754837,5685652,5780309,6081641,6143625
"13980","Blacksburg-Christiansburg-Radford, VA (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",32824,32415,31858,32342,33930,34065
"14010","Bloomington, IL (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",7923963,7880748,7966548,8238202,8382055,8631253
"14010","Bloomington, IL (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",43169,42538,42738,43999,44401,45174
"14020","Bloomington, IN (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",5101198,5083841,5132847,5195111,5306393,5252603
"14020","Bloomington, IN (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",32666,32209,32059,32100,32629,32207
"14100","Bloomsburg-Berwick, PA (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",3018732,2995272,3013514,3108475,3174888,3192979
"14100","Bloomsburg-Berwick, PA (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",35626,35080,35183,36447,37202,37416
"14260","Boise City, ID (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",21745815,21231383,21478641,21981216,22724997,23611109
"14260","Boise City, ID (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",36050,34729,34758,35023,35640,36309
"14460","Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",224225086,220989038,224610933,233349567,242392058,243784751
"14460","Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",50015,48813,49213,50687,52216,52043
"14500","Boulder, CO (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",14657193,13317909,13268046,13779624,14434521,14561378
"14500","Boulder, CO (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",50393,45424,44776,45855,47280,46965
"14540","Bowling Green, KY (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",5542292,5423355,5560447,5753548,5828865,5873219
"14540","Bowling Green, KY (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",35869,34549,34951,35828,35961,35914
"14740","Bremerton-Silverdale, WA (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",10448786,10171551,10096307,10145025,10360564,10330664
"14740","Bremerton-Silverdale, WA (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",42318,40882,40119,39881,40689,40677
"14860","Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",56919312,52641206,55347757,58175194,59813970,59645361
"14860","Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",62976,57821,60202,62706,64059,63459
"15180","Brownsville-Harlingen, TX (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",10350899,10673151,11042956,11157743,11281441,11341248
"15180","Brownsville-Harlingen, TX (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",26338,26663,27088,27033,27148,27179
"15260","Brunswick, GA (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",4357903,4212178,4118759,4305873,4283515,4291913
"15260","Brunswick, GA (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",39770,37831,36587,38080,37788,37712
"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",45999905,46696196,47537227,48940162,50313085,50103166
"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",40480,41128,41871,43123,44377,44178
"15500","Burlington, NC (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",5135159,5051426,5109817,5172291,5458262,5416060
"15500","Burlington, NC (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",34767,33687,33720,33846,35519,35083
"15540","Burlington-South Burlington, VT (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",8682140,8621968,8694222,9195241,9377273,9470606
"15540","Burlington-South Burlington, VT (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",41475,40972,41106,43222,43876,44091
"15680","California-Lexington Park, MD (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",4355819,4524832,4729449,4963698,4983063,5000488
"15680","California-Lexington Park, MD (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",42737,43814,44727,46064,45719,45611
"15940","Canton-Massillon, OH (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",15227447,14842814,14876697,15608744,15963710,16238800
"15940","Canton-Massillon, OH (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",37493,36637,36797,38695,39546,40224
"15980","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",25608017,24980300,25651825,27109112,27239978,27801356
"15980","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",41913,40798,41341,42951,42248,42052
"16020","Cape Girardeau, MO-IL (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",3905883,3979766,3960787,3938685,4075907,4088758
"16020","Cape Girardeau, MO-IL (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",41101,41615,41082,40615,41982,41962
"16060","Carbondale-Marion, IL (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",5037433,5124163,5192929,5137298,5183892,5227926
"16060","Carbondale-Marion, IL (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",40210,40703,40952,40437,40874,41250
"16180","Carson City, NV (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",2332732,2230709,2213777,2213218,2293357,2282567
"16180","Carson City, NV (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",41992,40265,40059,40427,41991,42207
"16220","Casper, WY (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",4541608,3827626,3949474,4173834,4507599,4557732
"16220","Casper, WY (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",61638,50874,52337,54650,57301,56287
"16300","Cedar Rapids, IA (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",11348230,11289465,11344507,11750962,12053850,12156728
"16300","Cedar Rapids, IA (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",44415,43946,43909,45048,46072,46325
"16540","Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",5376378,5342343,5377038,5552524,5612181,5647867
"16540","Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",36566,35936,35869,36785,37075,37136
"16580","Champaign-Urbana, IL (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",8897163,8864450,9143027,9148861,9403171,9718986
"16580","Champaign-Urbana, IL (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",38958,38403,39374,39256,40194,41329
"16620","Charleston, WV (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",9989139,9780064,9670339,9972465,9990033,9979307
"16620","Charleston, WV (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",44042,43004,42599,44147,44236,44403
"16700","Charleston-North Charleston, SC (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",24907794,25204341,25660821,26491660,28116311,28412589
"16700","Charleston-North Charleston, SC (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",38700,38454,38431,38865,40310,39893
"16740","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",87996206,85530438,87843674,90502590,96561982,97328984
"16740","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",40895,38951,39505,40103,42075,41676
"16820","Charlottesville, VA (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",9128647,9062504,9188002,9663239,10177722,10223226
"16820","Charlottesville, VA (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",42524,41729,41948,43715,45702,45628
"16860","Chattanooga, TN-GA (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",19929836,19371700,20070785,20555918,21269014,21323046
"16860","Chattanooga, TN-GA (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",38417,36963,37933,38555,39544,39360
"16940","Cheyenne, WY (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",4436607,4263143,4279111,4578338,4761402,4764593
"16940","Cheyenne, WY (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",49806,47143,46486,49524,50318,49730
"16980","Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",408453024,387805984,387152397,396191853,409421718,410584048
"16980","Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",43524,41127,40881,41743,43033,43050
"17020","Chico, CA (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",7211111,7088279,7147164,7354116,7507726,7697697
"17020","Chico, CA (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",32922,32252,32500,33441,33969,34660
"17140","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",89109894,88285808,89233475,93694590,96449642,96950262
"17140","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",42534,41888,42144,44133,45296,45359
"17300","Clarksville, TN-KY (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",10098394,10458242,10743873,11251223,11208050,11043432
"17300","Clarksville, TN-KY (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",40665,40766,41034,42545,40745,40515
"17420","Cleveland, TN (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",4140848,4021298,4098415,4237779,4596525,4640735
"17420","Cleveland, TN (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",36226,34940,35342,36325,39049,39150
"17460","Cleveland-Elyria, OH (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",94709756,91677391,92133084,95518100,98037847,98688133
"17460","Cleveland-Elyria, OH (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",45422,44053,44387,46175,47482,47797
"17660","Coeur d'Alene, ID (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",4642937,4638930,4720042,4944036,5203704,5300239
"17660","Coeur d'Alene, ID (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",34233,33761,33984,35044,36574,36740
"17780","College Station-Bryan, TX (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",6965204,7032148,7297281,7336993,7721129,7889883
"17780","College Station-Bryan, TX (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",31854,31238,31799,31698,32967,33316
"17820","Colorado Springs, CO (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",24442023,24612379,25187064,25893160,26325006,26312238
"17820","Colorado Springs, CO (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",39382,39005,38741,39220,39360,38790
"17860","Columbia, MO (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",6289598,6272161,6445483,6610049,6948657,7064210
"17860","Columbia, MO (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",39785,39063,39503,39856,41231,41366
"17900","Columbia, SC (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",28706460,28621018,28733308,29278644,29957449,30364315
"17900","Columbia, SC (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",38494,37689,37333,37701,38185,38253
"17980","Columbus, GA-AL (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",11783248,11848451,12101682,12628567,12954233,12921145
"17980","Columbus, GA-AL (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",41059,40443,40920,41825,41662,40818
"18020","Columbus, IN (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",3459125,3251587,3302199,3481486,3734451,3732354
"18020","Columbus, IN (Metropolitan Statistical Area)","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",45467,42468,42961,44825,47292,46897
"18140","Columbus, OH (Metropolitan Statistical Area)","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",76128088,76146609,77504062,81283648,84626219,86252649
