Year,CBSA,CBSA Name,Race,Indicator,Value,SE
2000-2014,10580,"Albany-Schenectady-Troy, NY",All races,"Median Income, Percent Change in Mean Absolute Difference",0.83594048,0.391077608
2009-2014,10580,"Albany-Schenectady-Troy, NY",All races,"Median Income, Percent Change in Mean Absolute Difference",0.387126833,0.389155269
2013-2014,10580,"Albany-Schenectady-Troy, NY",All races,"Median Income, Percent Change in Mean Absolute Difference",0.338042825,0.363167107
2000-2014,10740,"Albuquerque, NM",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.112784669,0.642354727
2009-2014,10740,"Albuquerque, NM",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.405641556,0.392293513
2013-2014,10740,"Albuquerque, NM",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.356326133,0.504536808
2000-2014,10740,"Albuquerque, NM",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.683704317,0.333489537
2009-2014,10740,"Albuquerque, NM",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.21438694,1.149324775
2013-2014,10740,"Albuquerque, NM",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.703534007,0.322063595
2000-2014,10740,"Albuquerque, NM",All races,"Median Income, Percent Change in Mean Absolute Difference",0.165404618,0.326544106
2009-2014,10740,"Albuquerque, NM",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.327096015,0.259277135
2013-2014,10740,"Albuquerque, NM",All races,"Median Income, Percent Change in Mean Absolute Difference",0.163751066,0.450542569
2000-2014,10780,"Alexandria, LA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.301863968,0.547286808
2009-2014,10780,"Alexandria, LA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.41533649,0.505647182
2013-2014,10780,"Alexandria, LA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.037353501,1.809834957
2000-2014,10780,"Alexandria, LA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.54243654,0.558435023
2009-2014,10780,"Alexandria, LA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.125345126,0.69857198
2013-2014,10780,"Alexandria, LA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.260429412,0.366044909
2000-2014,10780,"Alexandria, LA",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.441847384,0.206071615
2009-2014,10780,"Alexandria, LA",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.702914596,0.378061265
2013-2014,10780,"Alexandria, LA",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.191532105,1.080343843
2000-2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",1.100730538,0.688769698
2009-2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.560116649,0.92631948
2013-2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.498297006,0.65897131
2000-2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.449199975,0.481614798
2009-2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.322457761,0.838669777
2013-2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.659111977,0.677508295
2000-2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Median Income, Percent Change in Mean Absolute Difference",0.856339455,0.216440305
2009-2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.341273218,0.173090339
2013-2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.287306339,0.28267917
2000-2014,11020,"Altoona, PA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.664859831,0.282805949
2009-2014,11020,"Altoona, PA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.691840947,0.466851205
2013-2014,11020,"Altoona, PA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.616332054,0.374484479
2000-2014,11020,"Altoona, PA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.009339156,0.469337642
2009-2014,11020,"Altoona, PA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.182635233,0.736693561
2013-2014,11020,"Altoona, PA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.527379811,0.225464314
2000-2014,11020,"Altoona, PA",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.1685929,0.436735302
2009-2014,11020,"Altoona, PA",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.482349992,1.404499888
2013-2014,11020,"Altoona, PA",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.143800229,0.696809828
2000-2014,11100,"Amarillo, TX",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",1.264167428,0.572991192
2009-2014,11100,"Amarillo, TX",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.354312718,0.487259567
2013-2014,11100,"Amarillo, TX",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.207137465,0.497303605
2000-2014,11100,"Amarillo, TX",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.275439918,0.263101697
2009-2014,11100,"Amarillo, TX",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",1.016156673,1.13663137
2013-2014,11100,"Amarillo, TX",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.348626196,0.419955403
2000-2014,11100,"Amarillo, TX",All races,"Median Income, Percent Change in Mean Absolute Difference",1.051743865,0.521404624
2009-2014,11100,"Amarillo, TX",All races,"Median Income, Percent Change in Mean Absolute Difference",0.849501848,0.567010283
2013-2014,11100,"Amarillo, TX",All races,"Median Income, Percent Change in Mean Absolute Difference",0.135264516,0.358308047
2000-2014,11180,"Ames, IA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.902572691,1.064079285
2009-2014,11180,"Ames, IA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.799569249,2.662887096
2013-2014,11180,"Ames, IA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.420880824,0.459819525
2000-2014,11180,"Ames, IA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.780145347,0.598648489
2009-2014,11180,"Ames, IA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",1.613278389,2.414802313
2013-2014,11180,"Ames, IA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.324995607,0.259200633
2000-2014,11180,"Ames, IA",All races,"Median Income, Percent Change in Mean Absolute Difference",1.113447309,0.38631171
2009-2014,11180,"Ames, IA",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.34300521,0.402455211
2013-2014,11180,"Ames, IA",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.122470513,0.427450031
2000-2014,11260,"Anchorage, AK",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.158580571,0.533678889
2009-2014,11260,"Anchorage, AK",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.064103231,0.755326867
2013-2014,11260,"Anchorage, AK",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",1.137494564,1.399960637
2000-2014,11260,"Anchorage, AK",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.283749342,0.322967112
2009-2014,11260,"Anchorage, AK",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.395650238,1.422794342
2013-2014,11260,"Anchorage, AK",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.394584507,0.440420389
2000-2014,11260,"Anchorage, AK",All races,"Median Income, Percent Change in Mean Absolute Difference",0.540808022,0.257434964
2009-2014,11260,"Anchorage, AK",All races,"Median Income, Percent Change in Mean Absolute Difference",0.031097474,0.219966039
2013-2014,11260,"Anchorage, AK",All races,"Median Income, Percent Change in Mean Absolute Difference",0.333683789,0.29951328
2000-2014,11460,"Ann Arbor, MI",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.170470953,0.441218555
2009-2014,11460,"Ann Arbor, MI",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.473440886,0.33280462
2013-2014,11460,"Ann Arbor, MI",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.030204104,0.470406681
2000-2014,11460,"Ann Arbor, MI",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.019930542,0.348396838
2009-2014,11460,"Ann Arbor, MI",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.150361478,0.475977421
2013-2014,11460,"Ann Arbor, MI",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.155658603,0.397321641
2000-2014,11460,"Ann Arbor, MI",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.394920588,0.281898439
2009-2014,11460,"Ann Arbor, MI",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.525410712,0.291565835
2013-2014,11460,"Ann Arbor, MI",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.568470478,0.231796563
2000-2014,11500,"Anniston-Oxford-Jacksonville, AL",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",1.624852777,1.000300646
2009-2014,11500,"Anniston-Oxford-Jacksonville, AL",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.138275728,0.463758498
2013-2014,11500,"Anniston-Oxford-Jacksonville, AL",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",1.574070334,2.815374613
2000-2014,11500,"Anniston-Oxford-Jacksonville, AL",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.097070314,1.118471861
2009-2014,11500,"Anniston-Oxford-Jacksonville, AL",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.278651983,0.878224075
2013-2014,11500,"Anniston-Oxford-Jacksonville, AL",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.697968423,0.305191755
2000-2014,11500,"Anniston-Oxford-Jacksonville, AL",All races,"Median Income, Percent Change in Mean Absolute Difference",5.288167,2.325772047
2009-2014,11500,"Anniston-Oxford-Jacksonville, AL",All races,"Median Income, Percent Change in Mean Absolute Difference",0.317403138,0.627970159
2013-2014,11500,"Anniston-Oxford-Jacksonville, AL",All races,"Median Income, Percent Change in Mean Absolute Difference",2.760759354,1.457970619
2000-2014,11540,"Appleton, WI",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",1.738496661,0.558413386
2009-2014,11540,"Appleton, WI",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.124985166,0.202764452
2013-2014,11540,"Appleton, WI",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.231862828,0.547699749
2000-2014,11540,"Appleton, WI",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.651064098,0.421176136
2009-2014,11540,"Appleton, WI",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.761601031,0.287856907
2013-2014,11540,"Appleton, WI",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.493698359,0.648644209
2000-2014,11540,"Appleton, WI",All races,"Median Income, Percent Change in Mean Absolute Difference",0.831892133,0.445009738
2009-2014,11540,"Appleton, WI",All races,"Median Income, Percent Change in Mean Absolute Difference",0.118966542,0.340315014
2013-2014,11540,"Appleton, WI",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.229210734,0.310203582
2000-2014,11700,"Asheville, NC",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.623423874,1.126187563
2009-2014,11700,"Asheville, NC",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.32255885,0.653845489
2013-2014,11700,"Asheville, NC",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.226203382,0.692687094
2000-2014,11700,"Asheville, NC",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.508470833,0.444984019
2009-2014,11700,"Asheville, NC",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.137370184,0.715384901
2013-2014,11700,"Asheville, NC",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",1.187458992,1.406299472
2000-2014,11700,"Asheville, NC",All races,"Median Income, Percent Change in Mean Absolute Difference",0.196850434,0.351503342
2009-2014,11700,"Asheville, NC",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.317683697,0.416241944
2013-2014,11700,"Asheville, NC",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.133767903,0.308250248
2000-2014,12020,"Athens-Clarke County, GA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.028446579,0.513588428
2009-2014,12020,"Athens-Clarke County, GA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.554174066,0.260686338
2013-2014,12020,"Athens-Clarke County, GA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.076610684,0.624812067
2000-2014,12020,"Athens-Clarke County, GA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.62793237,0.693372726
2009-2014,12020,"Athens-Clarke County, GA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.015571279,0.758730769
2013-2014,12020,"Athens-Clarke County, GA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.193074748,0.516835868
2000-2014,12020,"Athens-Clarke County, GA",All races,"Median Income, Percent Change in Mean Absolute Difference",0.267672956,0.959761322
2009-2014,12020,"Athens-Clarke County, GA",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.390504986,0.552501738
2013-2014,12020,"Athens-Clarke County, GA",All races,"Median Income, Percent Change in Mean Absolute Difference",0.100668795,1.120668292
2000-2014,12060,"Atlanta-Sandy Springs-Roswell, GA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.044182315,0.209569082
2009-2014,12060,"Atlanta-Sandy Springs-Roswell, GA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.3981466,0.147485018
2013-2014,12060,"Atlanta-Sandy Springs-Roswell, GA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.034903176,0.28540498
2000-2014,12060,"Atlanta-Sandy Springs-Roswell, GA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.174493209,0.186920166
2009-2014,12060,"Atlanta-Sandy Springs-Roswell, GA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.05693242,0.234956518
2013-2014,12060,"Atlanta-Sandy Springs-Roswell, GA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.207019836,0.412592083
2000-2014,12060,"Atlanta-Sandy Springs-Roswell, GA",All races,"Median Income, Percent Change in Mean Absolute Difference",0.064055614,0.1066349
2009-2014,12060,"Atlanta-Sandy Springs-Roswell, GA",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.217518359,0.096581377
2013-2014,12060,"Atlanta-Sandy Springs-Roswell, GA",All races,"Median Income, Percent Change in Mean Absolute Difference",0.033797111,0.141058043
2000-2014,12100,"Atlantic City-Hammonton, NJ",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.959904969,1.060898542
2009-2014,12100,"Atlantic City-Hammonton, NJ",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",1.696590066,2.931014299
2013-2014,12100,"Atlantic City-Hammonton, NJ",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.240377426,1.15773356
2000-2014,12100,"Atlantic City-Hammonton, NJ",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.143595338,0.531786144
2009-2014,12100,"Atlantic City-Hammonton, NJ",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.071833283,0.778111935
2013-2014,12100,"Atlantic City-Hammonton, NJ",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.287117928,0.941567838
2000-2014,12100,"Atlantic City-Hammonton, NJ",All races,"Median Income, Percent Change in Mean Absolute Difference",0.780997336,0.531034827
2009-2014,12100,"Atlantic City-Hammonton, NJ",All races,"Median Income, Percent Change in Mean Absolute Difference",0.807467878,0.756326675
2013-2014,12100,"Atlantic City-Hammonton, NJ",All races,"Median Income, Percent Change in Mean Absolute Difference",0.34280625,0.652724147
2000-2014,12220,"Auburn-Opelika, AL",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",1.555493236,1.493671298
2009-2014,12220,"Auburn-Opelika, AL",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",1.782604218,2.981782675
2013-2014,12220,"Auburn-Opelika, AL",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.529357791,1.211358666
2000-2014,12220,"Auburn-Opelika, AL",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",2.360712528,1.584424257
2009-2014,12220,"Auburn-Opelika, AL",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.601837218,0.838365436
2013-2014,12220,"Auburn-Opelika, AL",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",1.029690742,2.148584843
2000-2014,12220,"Auburn-Opelika, AL",All races,"Median Income, Percent Change in Mean Absolute Difference",2.248594522,1.774606109
2009-2014,12220,"Auburn-Opelika, AL",All races,"Median Income, Percent Change in Mean Absolute Difference",1.289860249,1.478542209
2013-2014,12220,"Auburn-Opelika, AL",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.46769771,0.376290768
2000-2014,12260,"Augusta-Richmond County, GA-SC",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.486949593,0.826885164
2009-2014,12260,"Augusta-Richmond County, GA-SC",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.386649787,0.481060892
2013-2014,12260,"Augusta-Richmond County, GA-SC",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.570864856,0.287756056
2000-2014,12260,"Augusta-Richmond County, GA-SC",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.129611894,0.718564451
2009-2014,12260,"Augusta-Richmond County, GA-SC",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.380548507,0.520092368
2013-2014,12260,"Augusta-Richmond County, GA-SC",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.332603008,0.611270905
2000-2014,12260,"Augusta-Richmond County, GA-SC",All races,"Median Income, Percent Change in Mean Absolute Difference",0.660673738,0.72160542
2009-2014,12260,"Augusta-Richmond County, GA-SC",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.196866378,0.425766796
2013-2014,12260,"Augusta-Richmond County, GA-SC",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.558334589,0.214624554
2000-2014,12420,"Austin-Round Rock, TX",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.426029325,0.386932373
2009-2014,12420,"Austin-Round Rock, TX",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.486302018,0.166353077
2013-2014,12420,"Austin-Round Rock, TX",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.273775041,0.235203296
2000-2014,12420,"Austin-Round Rock, TX",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.301919341,0.231721401
2009-2014,12420,"Austin-Round Rock, TX",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.139399663,0.471315801
2013-2014,12420,"Austin-Round Rock, TX",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.249221876,0.298038572
2000-2014,12420,"Austin-Round Rock, TX",All races,"Median Income, Percent Change in Mean Absolute Difference",0.724917173,0.167382449
2009-2014,12420,"Austin-Round Rock, TX",All races,"Median Income, Percent Change in Mean Absolute Difference",0.073371999,0.193680495
2013-2014,12420,"Austin-Round Rock, TX",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.083679654,0.150813729
2000-2014,12540,"Bakersfield, CA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.061333217,0.338440776
2009-2014,12540,"Bakersfield, CA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.28192544,0.38279596
2013-2014,12540,"Bakersfield, CA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.175470531,0.420212984
2000-2014,12540,"Bakersfield, CA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.147205055,0.246855244
2009-2014,12540,"Bakersfield, CA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.041250575,0.422217786
2013-2014,12540,"Bakersfield, CA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.260768145,0.249542892
2000-2014,12540,"Bakersfield, CA",All races,"Median Income, Percent Change in Mean Absolute Difference",0.355182528,0.295977473
2009-2014,12540,"Bakersfield, CA",All races,"Median Income, Percent Change in Mean Absolute Difference",0.052379854,0.323794872
2013-2014,12540,"Bakersfield, CA",All races,"Median Income, Percent Change in Mean Absolute Difference",0.171209514,0.313474357
2000-2014,12580,"Baltimore-Columbia-Towson, MD",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.737575173,0.405909628
2009-2014,12580,"Baltimore-Columbia-Towson, MD",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.257164747,0.428119242
2013-2014,12580,"Baltimore-Columbia-Towson, MD",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.029626401,0.34851566
2000-2014,12580,"Baltimore-Columbia-Towson, MD",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.206870541,0.092906035
2009-2014,12580,"Baltimore-Columbia-Towson, MD",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.026460992,0.186035022
2013-2014,12580,"Baltimore-Columbia-Towson, MD",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.173027053,0.255274534
2000-2014,12580,"Baltimore-Columbia-Towson, MD",All races,"Median Income, Percent Change in Mean Absolute Difference",0.913234353,0.198037505
2009-2014,12580,"Baltimore-Columbia-Towson, MD",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.023430815,0.15902099
2013-2014,12580,"Baltimore-Columbia-Towson, MD",All races,"Median Income, Percent Change in Mean Absolute Difference",0.154022127,0.181383178
2000-2014,12620,"Bangor, ME",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.269327164,0.361338586
2009-2014,12620,"Bangor, ME",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.023483464,0.260258883
2013-2014,12620,"Bangor, ME",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.066408843,0.649524093
2000-2014,12620,"Bangor, ME",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.894220829,0.684552133
