Year,CBSA,CBSA Name,Race,Indicator,Value,SE
2011,10180,"Abilene, TX",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.054664642,0.047195684
2012,10180,"Abilene, TX",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.131100327,0.042472206
2013,10180,"Abilene, TX",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.025062561,0.060403749
2014,10180,"Abilene, TX",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.062592387,0.04202332
2000,10420,"Akron, OH",Whites and People of Color,"Employment Ratio, Absolute Difference",0.14387542,0
2006,10420,"Akron, OH",Whites and People of Color,"Employment Ratio, Absolute Difference",0.084899127,0.026935525
2007,10420,"Akron, OH",Whites and People of Color,"Employment Ratio, Absolute Difference",0.141242683,0.026485296
2008,10420,"Akron, OH",Whites and People of Color,"Employment Ratio, Absolute Difference",0.090047657,0.023124242
2009,10420,"Akron, OH",Whites and People of Color,"Employment Ratio, Absolute Difference",0.110236168,0.028448988
2010,10420,"Akron, OH",Whites and People of Color,"Employment Ratio, Absolute Difference",0.099044859,0.030063571
2011,10420,"Akron, OH",Whites and People of Color,"Employment Ratio, Absolute Difference",0.115917563,0.022361549
2012,10420,"Akron, OH",Whites and People of Color,"Employment Ratio, Absolute Difference",0.123036921,0.025347458
2013,10420,"Akron, OH",Whites and People of Color,"Employment Ratio, Absolute Difference",0.08391881,0.02462697
2014,10420,"Akron, OH",Whites and People of Color,"Employment Ratio, Absolute Difference",0.160774708,0.025537722
2000,10420,"Akron, OH",Whites and People of Color,"Median Income, Absolute Difference",6725.744141,0
2006,10420,"Akron, OH",Whites and People of Color,"Median Income, Absolute Difference",8773.597656,2473.459229
2007,10420,"Akron, OH",Whites and People of Color,"Median Income, Absolute Difference",11424.74219,951.0780029
2008,10420,"Akron, OH",Whites and People of Color,"Median Income, Absolute Difference",11214.95313,1324.938965
2009,10420,"Akron, OH",Whites and People of Color,"Median Income, Absolute Difference",6651.943359,1881.290527
2010,10420,"Akron, OH",Whites and People of Color,"Median Income, Absolute Difference",6272.648438,2740.404053
2011,10420,"Akron, OH",Whites and People of Color,"Median Income, Absolute Difference",7466.833984,2230.383789
2012,10420,"Akron, OH",Whites and People of Color,"Median Income, Absolute Difference",10386.12891,1342.652222
2013,10420,"Akron, OH",Whites and People of Color,"Median Income, Absolute Difference",9197.167969,1758.630249
2014,10420,"Akron, OH",Whites and People of Color,"Median Income, Absolute Difference",11092.67578,1892.15564
2000,10420,"Akron, OH",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.060880721,0
2006,10420,"Akron, OH",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.08936435,0.029413344
2007,10420,"Akron, OH",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.069780409,0.028050914
2008,10420,"Akron, OH",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.112498492,0.032014843
2009,10420,"Akron, OH",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.048921794,0.023608828
2010,10420,"Akron, OH",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.055568278,0.026595922
2011,10420,"Akron, OH",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.057458103,0.025984718
2012,10420,"Akron, OH",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.125555038,0.033543408
2013,10420,"Akron, OH",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.109649301,0.027068604
2014,10420,"Akron, OH",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.121987134,0.031298693
2000,10500,"Albany, GA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.195296526,0
2006,10500,"Albany, GA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.166025758,0.036663137
2007,10500,"Albany, GA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.108104646,0.045275837
2008,10500,"Albany, GA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.107092917,0.057624169
2009,10500,"Albany, GA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.0374915,0.037723873
2010,10500,"Albany, GA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.150048375,0.048166607
2011,10500,"Albany, GA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.167817771,0.04101301
2012,10500,"Albany, GA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.198056579,0.036047701
2013,10500,"Albany, GA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.10259515,0.039883077
2014,10500,"Albany, GA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.053534865,0.0426227
2000,10500,"Albany, GA",Whites and People of Color,"Median Income, Absolute Difference",13451.48633,0
2006,10500,"Albany, GA",Whites and People of Color,"Median Income, Absolute Difference",7018.878906,4502.757324
2007,10500,"Albany, GA",Whites and People of Color,"Median Income, Absolute Difference",14052.43359,5195.966309
2008,10500,"Albany, GA",Whites and People of Color,"Median Income, Absolute Difference",15545.47852,3359.814453
2009,10500,"Albany, GA",Whites and People of Color,"Median Income, Absolute Difference",13303.88867,3623.37085
2010,10500,"Albany, GA",Whites and People of Color,"Median Income, Absolute Difference",12977.89453,3908.793701
2011,10500,"Albany, GA",Whites and People of Color,"Median Income, Absolute Difference",19200.42969,4923.700684
2012,10500,"Albany, GA",Whites and People of Color,"Median Income, Absolute Difference",13501.96875,4513.406738
2013,10500,"Albany, GA",Whites and People of Color,"Median Income, Absolute Difference",15226.41797,4017.755371
2014,10500,"Albany, GA",Whites and People of Color,"Median Income, Absolute Difference",16235.64258,3134.956787
2000,10500,"Albany, GA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.111048266,0
2006,10500,"Albany, GA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.108947888,0.055643525
2007,10500,"Albany, GA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.140596285,0.03910223
2008,10500,"Albany, GA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.190965682,0.065648578
2009,10500,"Albany, GA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.097849995,0.03323742
2010,10500,"Albany, GA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.226872057,0.040453542
2011,10500,"Albany, GA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.120063484,0.047218915
2012,10500,"Albany, GA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.181342676,0.047164008
2013,10500,"Albany, GA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.11444512,0.047466632
2014,10500,"Albany, GA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.112799555,0.042017139
2000,10540,"Albany, OR",Whites and People of Color,"Employment Ratio, Absolute Difference",0.147815764,0
2006,10540,"Albany, OR",Whites and People of Color,"Employment Ratio, Absolute Difference",0.093452871,0.046870377
2007,10540,"Albany, OR",Whites and People of Color,"Employment Ratio, Absolute Difference",0.144275129,0.057473972
2008,10540,"Albany, OR",Whites and People of Color,"Employment Ratio, Absolute Difference",0.137874246,0.04930703
2009,10540,"Albany, OR",Whites and People of Color,"Employment Ratio, Absolute Difference",0.057554722,0.0513096
2010,10540,"Albany, OR",Whites and People of Color,"Employment Ratio, Absolute Difference",0.048901975,0.050941922
2011,10540,"Albany, OR",Whites and People of Color,"Employment Ratio, Absolute Difference",0.017333865,0.035729174
2012,10540,"Albany, OR",Whites and People of Color,"Employment Ratio, Absolute Difference",0.013468683,0.042296488
2013,10540,"Albany, OR",Whites and People of Color,"Employment Ratio, Absolute Difference",0.01290828,0.032978445
2014,10540,"Albany, OR",Whites and People of Color,"Employment Ratio, Absolute Difference",0.053971648,0.043057159
2000,10540,"Albany, OR",Whites and People of Color,"Median Income, Absolute Difference",7936.375,0
2006,10540,"Albany, OR",Whites and People of Color,"Median Income, Absolute Difference",9826.427734,4838.681152
2007,10540,"Albany, OR",Whites and People of Color,"Median Income, Absolute Difference",5712.371094,3366.454834
2008,10540,"Albany, OR",Whites and People of Color,"Median Income, Absolute Difference",8883.130859,3068.988037
2009,10540,"Albany, OR",Whites and People of Color,"Median Income, Absolute Difference",8832.910156,3938.878662
2010,10540,"Albany, OR",Whites and People of Color,"Median Income, Absolute Difference",9733.419922,4769.586914
2011,10540,"Albany, OR",Whites and People of Color,"Median Income, Absolute Difference",5333.453125,4281.879395
2012,10540,"Albany, OR",Whites and People of Color,"Median Income, Absolute Difference",5193.064453,2982.266113
2013,10540,"Albany, OR",Whites and People of Color,"Median Income, Absolute Difference",8175.258789,3703.125977
2014,10540,"Albany, OR",Whites and People of Color,"Median Income, Absolute Difference",8369.927734,4744.374512
2000,10540,"Albany, OR",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.100363851,0
2006,10540,"Albany, OR",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.060611397,0.056793611
2007,10540,"Albany, OR",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.034969985,0.057575118
2008,10540,"Albany, OR",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.047942728,0.060033489
2009,10540,"Albany, OR",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.086821795,0.050820649
2010,10540,"Albany, OR",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.140726268,0.058158897
2011,10540,"Albany, OR",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.052255809,0.053147789
2012,10540,"Albany, OR",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.02205348,0.034878556
2013,10540,"Albany, OR",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.098594487,0.047223404
2014,10540,"Albany, OR",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.105868161,0.064181782
2000,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.151729763,0
2006,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.124033928,0.020206077
2007,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.130090714,0.02332332
2008,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.099120319,0.023391558
2009,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.126705289,0.028076509
2010,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.110662043,0.021277066
2011,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.106170952,0.021061616
2012,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.130815685,0.020058535
2013,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.11586678,0.022088218
2014,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.122914374,0.022135645
2000,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Median Income, Absolute Difference",11164.73242,0
2006,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Median Income, Absolute Difference",10528.31641,1912.646729
2007,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Median Income, Absolute Difference",13709.69336,2503.150146
2008,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Median Income, Absolute Difference",11103.91406,2092.354004
2009,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Median Income, Absolute Difference",9814.34375,1736.002075
2010,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Median Income, Absolute Difference",15357.17188,2166.503174
2011,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Median Income, Absolute Difference",16427.03125,2812.068115
2012,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Median Income, Absolute Difference",12151.77148,2736.882813
2013,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Median Income, Absolute Difference",12262.89258,2478.738525
2014,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Median Income, Absolute Difference",12101.10156,2533.97876
2000,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.125267386,0
2006,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.085797459,0.023109594
2007,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.10245198,0.023738846
2008,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.103349179,0.025839357
2009,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.072493732,0.023134893
2010,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.151030958,0.021625198
2011,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.164777458,0.034607194
2012,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.10473603,0.023612032
2013,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.128546566,0.026789974
2014,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.084423959,0.023410277
2000,10740,"Albuquerque, NM",Whites and People of Color,"Employment Ratio, Absolute Difference",0.103811383,0
2006,10740,"Albuquerque, NM",Whites and People of Color,"Employment Ratio, Absolute Difference",0.079797149,0.013633001
2007,10740,"Albuquerque, NM",Whites and People of Color,"Employment Ratio, Absolute Difference",0.040347219,0.015905475
2008,10740,"Albuquerque, NM",Whites and People of Color,"Employment Ratio, Absolute Difference",0.044562161,0.015894532
2009,10740,"Albuquerque, NM",Whites and People of Color,"Employment Ratio, Absolute Difference",0.026709914,0.014840103
2010,10740,"Albuquerque, NM",Whites and People of Color,"Employment Ratio, Absolute Difference",0.053011358,0.016543146
2011,10740,"Albuquerque, NM",Whites and People of Color,"Employment Ratio, Absolute Difference",0.051159978,0.018749667
2012,10740,"Albuquerque, NM",Whites and People of Color,"Employment Ratio, Absolute Difference",0.070569634,0.018629773
2013,10740,"Albuquerque, NM",Whites and People of Color,"Employment Ratio, Absolute Difference",0.055975258,0.018880036
2014,10740,"Albuquerque, NM",Whites and People of Color,"Employment Ratio, Absolute Difference",0.04229933,0.018171577
2000,10740,"Albuquerque, NM",Whites and People of Color,"Median Income, Absolute Difference",10761.18945,0
2006,10740,"Albuquerque, NM",Whites and People of Color,"Median Income, Absolute Difference",16377.38281,1615.16626
2007,10740,"Albuquerque, NM",Whites and People of Color,"Median Income, Absolute Difference",6854.845703,1537.684814
2008,10740,"Albuquerque, NM",Whites and People of Color,"Median Income, Absolute Difference",9993.523438,2478.355225
2009,10740,"Albuquerque, NM",Whites and People of Color,"Median Income, Absolute Difference",11013.875,1906.868042
2010,10740,"Albuquerque, NM",Whites and People of Color,"Median Income, Absolute Difference",12761.5957,2800.567139
2011,10740,"Albuquerque, NM",Whites and People of Color,"Median Income, Absolute Difference",11733.5918,2521.439209
2012,10740,"Albuquerque, NM",Whites and People of Color,"Median Income, Absolute Difference",13501.9668,1623.759766
2013,10740,"Albuquerque, NM",Whites and People of Color,"Median Income, Absolute Difference",10219.07422,870.0313721
2014,10740,"Albuquerque, NM",Whites and People of Color,"Median Income, Absolute Difference",10487.61914,1666.816895
2000,10740,"Albuquerque, NM",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.069280714,0
2006,10740,"Albuquerque, NM",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.110780045,0.01696329
2007,10740,"Albuquerque, NM",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.027741164,0.017237728
2008,10740,"Albuquerque, NM",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.0305949,0.018769719
2009,10740,"Albuquerque, NM",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.05441545,0.016714429
2010,10740,"Albuquerque, NM",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.072356656,0.016306516
2011,10740,"Albuquerque, NM",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.094814464,0.02150704
2012,10740,"Albuquerque, NM",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.082489118,0.017990133
2013,10740,"Albuquerque, NM",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.040529221,0.018895207
2014,10740,"Albuquerque, NM",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.045423701,0.018028993
2000,10780,"Alexandria, LA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.152267814,0
2006,10780,"Alexandria, LA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.09634316,0.04836379
2007,10780,"Alexandria, LA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.00590986,0.024134718
2008,10780,"Alexandria, LA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.118685007,0.042388204
2009,10780,"Alexandria, LA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.043415487,0.037956789
2010,10780,"Alexandria, LA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.109717906,0.055689771
2011,10780,"Alexandria, LA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.098450303,0.048725478
2012,10780,"Alexandria, LA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.016509831,0.028083557
2013,10780,"Alexandria, LA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.075095415,0.033110224
2014,10780,"Alexandria, LA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.062623024,0.037573267
2000,10780,"Alexandria, LA",Whites and People of Color,"Median Income, Absolute Difference",10223.12891,0
2006,10780,"Alexandria, LA",Whites and People of Color,"Median Income, Absolute Difference",17547.19531,3162.429688
2007,10780,"Alexandria, LA",Whites and People of Color,"Median Income, Absolute Difference",15994.64063,2542.257813
2008,10780,"Alexandria, LA",Whites and People of Color,"Median Income, Absolute Difference",6662.349609,3843.332275
2009,10780,"Alexandria, LA",Whites and People of Color,"Median Income, Absolute Difference",13085.79297,3743.483643
2010,10780,"Alexandria, LA",Whites and People of Color,"Median Income, Absolute Difference",16546.81445,4489.827637
2011,10780,"Alexandria, LA",Whites and People of Color,"Median Income, Absolute Difference",9920.220703,3294.226563
2012,10780,"Alexandria, LA",Whites and People of Color,"Median Income, Absolute Difference",7374.152344,2608.602051
2013,10780,"Alexandria, LA",Whites and People of Color,"Median Income, Absolute Difference",8992.787109,3440.917969
2014,10780,"Alexandria, LA",Whites and People of Color,"Median Income, Absolute Difference",6554.761719,2167.503906
2000,10780,"Alexandria, LA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.080708593,0
2006,10780,"Alexandria, LA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.126450896,0.042914715
2007,10780,"Alexandria, LA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.178761989,0.065477841
2008,10780,"Alexandria, LA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.026545107,0.042270429
2009,10780,"Alexandria, LA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.14023456,0.042009987
2010,10780,"Alexandria, LA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.178006053,0.048767615
2011,10780,"Alexandria, LA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.08170557,0.052239306
2012,10780,"Alexandria, LA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.07213074,0.04672138
2013,10780,"Alexandria, LA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.023223937,0.03504049
2014,10780,"Alexandria, LA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.042656168,0.041619655
2000,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Employment Ratio, Absolute Difference",0.155530691,0
2006,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Employment Ratio, Absolute Difference",0.108124495,0.023966335
2007,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Employment Ratio, Absolute Difference",0.105707884,0.025074126
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Employment Ratio, Absolute Difference",0.097179472,0.020547023
2009,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Employment Ratio, Absolute Difference",0.110100627,0.025447138
2010,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Employment Ratio, Absolute Difference",0.104495645,0.023229059
2011,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Employment Ratio, Absolute Difference",0.106970191,0.026365278
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Employment Ratio, Absolute Difference",0.071800232,0.019552629
2013,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Employment Ratio, Absolute Difference",0.149769187,0.02224149
2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Employment Ratio, Absolute Difference",0.134666741,0.022168269
2000,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Median Income, Absolute Difference",10357.64453,0
2006,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Median Income, Absolute Difference",10879.25977,1761.856812
2007,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Median Income, Absolute Difference",10510.76367,2191.601074
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Median Income, Absolute Difference",8883.132813,2148.282471
2009,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Median Income, Absolute Difference",7633.378906,2013.796387
2010,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Median Income, Absolute Difference",9733.419922,1590.079224
2011,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Median Income, Absolute Difference",10666.90625,2413.418701
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Median Income, Absolute Difference",14540.58203,1892.652344
2013,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Median Income, Absolute Difference",10219.07617,2184.936035
2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Median Income, Absolute Difference",12806.99805,2251.353027
2000,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.092435122,0
2006,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.054402888,0.022693252
2007,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.081627578,0.025987038
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.05265218,0.024912737
2009,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.008276999,0.02676422
2010,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.054343104,0.030595269
2011,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.125611395,0.025927519
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.137281239,0.024511602
2013,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.118363291,0.028006356
2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.121810496,0.026218539
2000,11020,"Altoona, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.15738523,0
2006,11020,"Altoona, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.193656802,0.125849277
2007,11020,"Altoona, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.251012683,0.129392803
2008,11020,"Altoona, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.423680365,0.111768052
2009,11020,"Altoona, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.068922758,0.087812617
2010,11020,"Altoona, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.128459275,0.182921261
2011,11020,"Altoona, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.120666504,0.106459528
2012,11020,"Altoona, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.333813578,0.078233033
2013,11020,"Altoona, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.436802179,0.068138927
2014,11020,"Altoona, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.200402141,0.080358572
2000,11020,"Altoona, PA",Whites and People of Color,"Median Income, Absolute Difference",8070.890625,0
2006,11020,"Altoona, PA",Whites and People of Color,"Median Income, Absolute Difference",1052.832031,13800.56055
2007,11020,"Altoona, PA",Whites and People of Color,"Median Income, Absolute Difference",17137.11719,26969.29102
