Year,CBSA,CBSA Name,Race,Indicator,Value,SE
2013-2014,10540,"Albany, OR",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",3.18116498,17.23353004
2000-2014,10540,"Albany, OR",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.054628558,0.597801208
2009-2014,10540,"Albany, OR",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.052415617,0.69811064
2013-2014,10540,"Albany, OR",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.023811961,0.736183524
2000-2014,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.326049954,0.186882466
2009-2014,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.16456908,0.531179667
2013-2014,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.343242198,0.26849854
2000-2014,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.189912573,0.145888627
2009-2014,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.029919153,0.268151551
2013-2014,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.060824972,0.294410646
2000-2014,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.083868481,0.226962805
2009-2014,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.233001605,0.312970936
2013-2014,10580,"Albany-Schenectady-Troy, NY",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.013193544,0.28906244
2000-2014,10740,"Albuquerque, NM",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.344352871,0.260231048
2009-2014,10740,"Albuquerque, NM",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.165242553,0.440457523
2013-2014,10740,"Albuquerque, NM",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.120764226,0.75595665
2000-2014,10740,"Albuquerque, NM",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.592536688,0.175044179
2009-2014,10740,"Albuquerque, NM",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.583656549,1.339283824
2013-2014,10740,"Albuquerque, NM",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.244320944,0.427900463
2000-2014,10740,"Albuquerque, NM",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.02542194,0.154891536
2009-2014,10740,"Albuquerque, NM",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.047781173,0.229952812
2013-2014,10740,"Albuquerque, NM",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.026278792,0.183991402
2000-2014,10780,"Alexandria, LA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.471479237,0.515678108
2009-2014,10780,"Alexandria, LA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.695822716,0.308288902
2013-2014,10780,"Alexandria, LA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.836732924,36.27901459
2000-2014,10780,"Alexandria, LA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.58873105,0.246757761
2009-2014,10780,"Alexandria, LA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.442412108,3.483362436
2013-2014,10780,"Alexandria, LA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.166087255,0.682617366
2000-2014,10780,"Alexandria, LA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.358830184,0.212019622
2009-2014,10780,"Alexandria, LA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.499093264,0.330565155
2013-2014,10780,"Alexandria, LA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.271108985,0.452217162
2000-2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.317794502,0.28364262
2009-2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",13.71674633,645.5560303
2013-2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.029123936,0.314363986
2000-2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.134146839,0.142533094
2009-2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.223124191,0.371339142
2013-2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.10083814,0.209376514
2000-2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.236477852,0.217361525
2009-2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.677762628,0.395708233
2013-2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.253244221,0.307002485
2000-2014,11020,"Altoona, PA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.350843966,0.515260518
2009-2014,11020,"Altoona, PA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.606588364,43.03512573
2013-2014,11020,"Altoona, PA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.276168585,0.902393222
2000-2014,11020,"Altoona, PA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.273322403,0.510585368
2009-2014,11020,"Altoona, PA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",1.907633781,17.47855949
2013-2014,11020,"Altoona, PA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.541206181,0.198933288
2000-2014,11020,"Altoona, PA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.999135077,0.368951708
2009-2014,11020,"Altoona, PA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",1.466002703,1.952179909
2013-2014,11020,"Altoona, PA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.661989748,0.654590547
2000-2014,11100,"Amarillo, TX",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",1.801631093,1.358985782
2009-2014,11100,"Amarillo, TX",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",2.754570007,1869.349731
2013-2014,11100,"Amarillo, TX",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.074664973,0.624357939
2000-2014,11100,"Amarillo, TX",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.44118306,0.17582044
2009-2014,11100,"Amarillo, TX",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.135724038,0.497739673
2013-2014,11100,"Amarillo, TX",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.192411378,0.594344735
2000-2014,11100,"Amarillo, TX",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.874189317,0.451773196
2009-2014,11100,"Amarillo, TX",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",1.311877728,0.631794333
2013-2014,11100,"Amarillo, TX",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.156414226,0.358232677
2000-2014,11180,"Ames, IA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",2.691029787,3.791868687
2009-2014,11180,"Ames, IA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",2.610724926,12.10152531
2013-2014,11180,"Ames, IA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.563447177,0.549968839
2000-2014,11180,"Ames, IA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.795193255,0.31622076
2009-2014,11180,"Ames, IA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",3.114861727,10.48207283
2013-2014,11180,"Ames, IA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.853131652,0.291401863
2000-2014,11180,"Ames, IA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.381846368,0.675020635
2009-2014,11180,"Ames, IA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",3.34633112,5.811280727
2013-2014,11180,"Ames, IA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.511790454,0.625837326
2000-2014,11260,"Anchorage, AK",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.473352134,0.386910468
2009-2014,11260,"Anchorage, AK",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.450460732,0.851195395
2013-2014,11260,"Anchorage, AK",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",1.043147445,1.667044878
2000-2014,11260,"Anchorage, AK",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.184580281,0.28952238
2009-2014,11260,"Anchorage, AK",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",6.326658726,274.5431519
2013-2014,11260,"Anchorage, AK",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",1.927052617,447.489624
2000-2014,11260,"Anchorage, AK",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.249459177,0.235957041
2009-2014,11260,"Anchorage, AK",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.261024237,0.352597892
2013-2014,11260,"Anchorage, AK",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.423278421,0.408246726
2000-2014,11460,"Ann Arbor, MI",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.649801314,0.355413646
2009-2014,11460,"Ann Arbor, MI",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.426625639,1.462402105
2013-2014,11460,"Ann Arbor, MI",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.672444284,0.348286778
2000-2014,11460,"Ann Arbor, MI",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.152315557,0.213039055
2009-2014,11460,"Ann Arbor, MI",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.711630702,1.944523573
2013-2014,11460,"Ann Arbor, MI",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.225680888,0.247350335
2000-2014,11460,"Ann Arbor, MI",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.437743306,0.277032107
2009-2014,11460,"Ann Arbor, MI",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.306436628,0.566789687
2013-2014,11460,"Ann Arbor, MI",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.506596684,0.314093739
2000-2014,11500,"Anniston-Oxford-Jacksonville, AL",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.820028901,0.707248092
2009-2014,11500,"Anniston-Oxford-Jacksonville, AL",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.346674174,0.778756976
2013-2014,11500,"Anniston-Oxford-Jacksonville, AL",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",2.727068186,198.5256195
2000-2014,11500,"Anniston-Oxford-Jacksonville, AL",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.763274431,0.496073961
2009-2014,11500,"Anniston-Oxford-Jacksonville, AL",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.845027566,0.408393323
2013-2014,11500,"Anniston-Oxford-Jacksonville, AL",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",1.737793922,15.06081295
2000-2014,11500,"Anniston-Oxford-Jacksonville, AL",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.499351323,0.467294842
2009-2014,11500,"Anniston-Oxford-Jacksonville, AL",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.146383643,0.403994292
2013-2014,11500,"Anniston-Oxford-Jacksonville, AL",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.361112446,0.556701124
2000-2014,11540,"Appleton, WI",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.206578225,0.5438357
2009-2014,11540,"Appleton, WI",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.169292554,0.800372064
2013-2014,11540,"Appleton, WI",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.395574301,0.31862399
2000-2014,11540,"Appleton, WI",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.94091332,0.365431428
2009-2014,11540,"Appleton, WI",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.919118822,0.506633282
2013-2014,11540,"Appleton, WI",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.885830402,1.679776549
2000-2014,11540,"Appleton, WI",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.100389495,0.645465016
2009-2014,11540,"Appleton, WI",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.04336106,0.770741642
2013-2014,11540,"Appleton, WI",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.555937052,0.415972829
2000-2014,11700,"Asheville, NC",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",1.637380481,0.868544579
2009-2014,11700,"Asheville, NC",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",1.216026783,1.927895665
2013-2014,11700,"Asheville, NC",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",2.217731237,21.31381416
2000-2014,11700,"Asheville, NC",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.406586379,0.49280715
2009-2014,11700,"Asheville, NC",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.174318418,2.531634331
2013-2014,11700,"Asheville, NC",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",3.250852585,82.61560822
2000-2014,11700,"Asheville, NC",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.395947427,0.187595919
2009-2014,11700,"Asheville, NC",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.001268969,0.191838771
2013-2014,11700,"Asheville, NC",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.402303964,0.280751258
2000-2014,12020,"Athens-Clarke County, GA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.003311769,0.742411494
2009-2014,12020,"Athens-Clarke County, GA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.026955793,1.194058895
2013-2014,12020,"Athens-Clarke County, GA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.121647693,6.10050869
2000-2014,12020,"Athens-Clarke County, GA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.31997174,0.684062004
2009-2014,12020,"Athens-Clarke County, GA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.187913671,0.752003133
2013-2014,12020,"Athens-Clarke County, GA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.422374249,0.357351154
2000-2014,12020,"Athens-Clarke County, GA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",1.623864532,1.10307312
2009-2014,12020,"Athens-Clarke County, GA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",1.15775156,1.536427617
2013-2014,12020,"Athens-Clarke County, GA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.29513821,0.388072044
2000-2014,12060,"Atlanta-Sandy Springs-Roswell, GA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.144060493,0.091218427
2009-2014,12060,"Atlanta-Sandy Springs-Roswell, GA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.323578179,0.094442494
2013-2014,12060,"Atlanta-Sandy Springs-Roswell, GA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.162375405,0.127197191
2000-2014,12060,"Atlanta-Sandy Springs-Roswell, GA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.469415694,0.061749138
2009-2014,12060,"Atlanta-Sandy Springs-Roswell, GA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.313388705,0.106518708
2013-2014,12060,"Atlanta-Sandy Springs-Roswell, GA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.038462404,0.15899229
2000-2014,12060,"Atlanta-Sandy Springs-Roswell, GA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.025421796,0.037780698
2009-2014,12060,"Atlanta-Sandy Springs-Roswell, GA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.198548973,0.031152902
2013-2014,12060,"Atlanta-Sandy Springs-Roswell, GA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.144767687,0.045659017
2000-2014,12100,"Atlantic City-Hammonton, NJ",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",5.870184898,1.99295795
2009-2014,12100,"Atlantic City-Hammonton, NJ",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",8.073103905,132.3722534
2013-2014,12100,"Atlantic City-Hammonton, NJ",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.415804386,0.882741153
2000-2014,12100,"Atlantic City-Hammonton, NJ",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.183030933,0.234682277
2009-2014,12100,"Atlantic City-Hammonton, NJ",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",31.71591377,70.83824921
2013-2014,12100,"Atlantic City-Hammonton, NJ",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.627725244,1.535578728
2000-2014,12100,"Atlantic City-Hammonton, NJ",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",1.160082459,0.412632585
2009-2014,12100,"Atlantic City-Hammonton, NJ",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.746752024,0.448856294
2013-2014,12100,"Atlantic City-Hammonton, NJ",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.644677103,0.427276075
2000-2014,12220,"Auburn-Opelika, AL",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.268834293,0.68100512
2009-2014,12220,"Auburn-Opelika, AL",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",8.195311546,49.45574188
2013-2014,12220,"Auburn-Opelika, AL",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.810183883,6.640877247
2000-2014,12220,"Auburn-Opelika, AL",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",3.751620293,1.565527081
2009-2014,12220,"Auburn-Opelika, AL",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",104.2534409,368.9137878
2013-2014,12220,"Auburn-Opelika, AL",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",8.288808823,575.6385498
2000-2014,12220,"Auburn-Opelika, AL",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-1,2.863524199
2009-2014,12220,"Auburn-Opelika, AL",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-1,0.841039479
2013-2014,12220,"Auburn-Opelika, AL",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-1,2.646759748
2000-2014,12260,"Augusta-Richmond County, GA-SC",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.594319701,0.270543128
2009-2014,12260,"Augusta-Richmond County, GA-SC",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",2.006654501,2.097196579
2013-2014,12260,"Augusta-Richmond County, GA-SC",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.025175406,0.359968007
2000-2014,12260,"Augusta-Richmond County, GA-SC",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.532760262,0.233517587
2009-2014,12260,"Augusta-Richmond County, GA-SC",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",2.49322772,68.87529755
2013-2014,12260,"Augusta-Richmond County, GA-SC",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.406232655,0.368407756
2000-2014,12260,"Augusta-Richmond County, GA-SC",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.606447458,0.183746591
2009-2014,12260,"Augusta-Richmond County, GA-SC",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.733908236,0.296785146
2013-2014,12260,"Augusta-Richmond County, GA-SC",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.213286728,0.251414388
2000-2014,12420,"Austin-Round Rock, TX",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.133432209,0.178760886
2009-2014,12420,"Austin-Round Rock, TX",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.08536455,0.190233141
2013-2014,12420,"Austin-Round Rock, TX",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.033530682,0.253179431
2000-2014,12420,"Austin-Round Rock, TX",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.629347801,0.094260171
2009-2014,12420,"Austin-Round Rock, TX",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.104488254,0.495569676
2013-2014,12420,"Austin-Round Rock, TX",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.118428066,0.494753331
2000-2014,12420,"Austin-Round Rock, TX",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.405641556,0.038519785
2009-2014,12420,"Austin-Round Rock, TX",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.075248957,0.103599973
2013-2014,12420,"Austin-Round Rock, TX",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.020834384,0.081275918
2000-2014,12540,"Bakersfield, CA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.159679189,0.15173775
2009-2014,12540,"Bakersfield, CA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.097031519,0.246156514
2013-2014,12540,"Bakersfield, CA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.060440235,0.225563511
2000-2014,12540,"Bakersfield, CA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.897593617,0.134250775
2009-2014,12540,"Bakersfield, CA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.783987701,0.294064552
2013-2014,12540,"Bakersfield, CA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.732942224,0.383743823
2000-2014,12540,"Bakersfield, CA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.062040199,0.162565976
2009-2014,12540,"Bakersfield, CA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.07524915,0.191072285
2013-2014,12540,"Bakersfield, CA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.093204848,0.189058602
2000-2014,12580,"Baltimore-Columbia-Towson, MD",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.47730431,0.178905398
2009-2014,12580,"Baltimore-Columbia-Towson, MD",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.328798771,0.261120021
2013-2014,12580,"Baltimore-Columbia-Towson, MD",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.50778389,0.27753377
2000-2014,12580,"Baltimore-Columbia-Towson, MD",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.326964587,0.053399026
