year,CBSA,CBSA_name,indicator,value,rank
2004-2014,22520,Florence-Muscle Shoals; AL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.106662612,
2004-2014,22540,Fond du Lac; WI Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0494278134,
2004-2014,22660,Fort Collins; CO Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.228039324,
2004-2014,22900,Fort Smith; AR-OK Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0472999465,
2004-2014,23060,Fort Wayne; IN Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.022398784,
2004-2014,23420,Fresno; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1206902984,42
2004-2014,23460,Gadsden; AL Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.029995228,
2004-2014,23540,Gainesville; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1108617177,
2004-2014,23580,Gainesville; GA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.2481245329,
2004-2014,23900,Gettysburg; PA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1053214806,
2004-2014,24020,Glens Falls; NY Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1066813025,
2004-2014,24140,Goldsboro; NC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0449043095,
2004-2014,24220,Grand Forks; ND-MN Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.2252052704,
2004-2014,24260,Grand Island; NE Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.238506642,
2004-2014,24300,Grand Junction; CO Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.2441967555,
2004-2014,24340,Grand Rapids-Wyoming; MI Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0612792312,72
2004-2014,24420,Grants Pass; OR Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.001281017,
2004-2014,24500,Great Falls; MT Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.145029994,
2004-2014,24540,Greeley; CO Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.3812134645,
2004-2014,24580,Green Bay; WI Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.063359067,
2004-2014,24660,Greensboro-High Point; NC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0194641065,91
2004-2014,24780,Greenville; NC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.2203336526,
2004-2014,24860,Greenville-Anderson-Mauldin; SC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1490213733,35
2004-2014,25060,Gulfport-Biloxi-Pascagoula; MS Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0632843253,
2004-2014,25180,Hagerstown-Martinsburg; MD-WV Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0831825095,
2004-2014,25220,Hammond; LA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.362946446,
2004-2014,25260,Hanford-Corcoran; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.141312211,
2004-2014,25420,Harrisburg-Carlisle; PA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0774664248,64
2004-2014,25500,Harrisonburg; VA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1013908989,
2004-2014,25540,Hartford-West Hartford-East Hartford; CT Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0795636297,63
2004-2014,25620,Hattiesburg; MS Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1737684251,
2004-2014,25860,Hickory-Lenoir-Morganton; NC Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.109146198,
2004-2014,25940,Hilton Head Island-Bluffton-Beaufort; SC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0693471347,
2004-2014,25980,Hinesville; GA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.3221338096,
2004-2014,26140,Homosassa Springs; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0466248943,
2004-2014,26300,Hot Springs; AR Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0568364518,
2004-2014,26380,Houma-Thibodaux; LA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.7271507401,
2004-2014,26420,Houston-The Woodlands-Sugar Land; TX Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.520259719,1
2004-2014,26580,Huntington-Ashland; WV-KY-OH Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1011578811,
2004-2014,26620,Huntsville; AL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.2100970868,
2004-2014,26820,Idaho Falls; ID Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1192340688,
2004-2014,26900,Indianapolis-Carmel-Anderson; IN Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0848634581,60
2004-2014,26980,Iowa City; IA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.2655435512,
2004-2014,27060,Ithaca; NY Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0754161997,
2004-2014,27100,Jackson; MI Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0047271017,
2004-2014,27140,Jackson; MS Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0954238576,54
2004-2014,27180,Jackson; TN Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0184994756,
2004-2014,27260,Jacksonville; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.103859203,49
2004-2014,27340,Jacksonville; NC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.4297910299,
2004-2014,27500,Janesville-Beloit; WI Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.048377329,
2004-2014,27620,Jefferson City; MO Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0216520258,
2004-2014,27740,Johnson City; TN Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0410249738,
2004-2014,27780,Johnstown; PA Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.004933026,
2004-2014,27860,Jonesboro; AR Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1831616497,
2004-2014,27900,Joplin; MO Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0920901022,
2004-2014,27980,Kahului-Wailuku-Lahaina; HI Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0722811845,
2004-2014,28020,Kalamazoo-Portage; MI Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0122747573,
2004-2014,28100,Kankakee; IL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0725493656,
2004-2014,28140,Kansas City; MO-KS Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1049888409,47
2004-2014,28420,Kennewick-Richland; WA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.2194078422,
2004-2014,28660,Killeen-Temple; TX Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.3294413085,
2004-2014,28700,Kingsport-Bristol-Bristol; TN-VA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0127539069,
2004-2014,28740,Kingston; NY Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0683207088,
2004-2014,28940,Knoxville; TN Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.11564865,44
2004-2014,29020,Kokomo; IN Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.2581114,
2004-2014,29100,La Crosse-Onalaska; WI-MN Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.132047336,
2004-2014,29180,Lafayette; LA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.4068279822,
2004-2014,29200,Lafayette-West Lafayette; IN Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1165007732,
2004-2014,29340,Lake Charles; LA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.3215056163,
2004-2014,29420,Lake Havasu City-Kingman; AZ Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.002806771,
2004-2014,29460,Lakeland-Winter Haven; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.072016662,68
2004-2014,29540,Lancaster; PA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0314384257,
2004-2014,29620,Lansing-East Lansing; MI Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.026593397,
2004-2014,29700,Laredo; TX Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.3144960252,
2004-2014,29740,Las Cruces; NM Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.2208966664,
2004-2014,29820,Las Vegas-Henderson-Paradise; NV Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0596121152,73
2004-2014,29940,Lawrence; KS Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0608439184,
2004-2014,30020,Lawton; OK Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1824333336,
2004-2014,30140,Lebanon; PA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1499501333,
2004-2014,30300,Lewiston; ID-WA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0673008048,
2004-2014,30340,Lewiston-Auburn; ME Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.048561357,
2004-2014,30460,Lexington-Fayette; KY Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.093753618,
2004-2014,30620,Lima; OH Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.046079003,
2004-2014,30700,Lincoln; NE Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1180041575,
2004-2014,30780,Little Rock-North Little Rock-Conway; AR Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1081962622,45
2004-2014,30860,Logan; UT-ID Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.2319080381,
2004-2014,30980,Longview; TX Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.4732781928,
2004-2014,31020,Longview; WA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1038543738,
2004-2014,31080,Los Angeles-Long Beach-Anaheim; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0722052789,67
2004-2014,31140,Louisville/Jefferson County; KY-IN Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0993779095,53
2004-2014,31180,Lubbock; TX Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.2626981319,
2004-2014,31340,Lynchburg; VA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0578377097,
2004-2014,31420,Macon; GA Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.004632131,
2004-2014,31460,Madera; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.2729515929,
2004-2014,31540,Madison; WI Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1640003483,26
2004-2014,31700,Manchester-Nashua; NH Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.089351161,
2004-2014,31740,Manhattan; KS Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1953897733,
2004-2014,31860,Mankato-North Mankato; MN Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1735287076,
2004-2014,31900,Mansfield; OH Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.18611724,
2004-2014,32580,McAllen-Edinburg-Mission; TX Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.3752732529,5
2004-2014,32780,Medford; OR Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0364928172,
2004-2014,32820,Memphis; TN-MS-AR Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0212711307,90
2004-2014,32900,Merced; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1592624612,
2004-2014,33100,Miami-Fort Lauderdale-West Palm Beach; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1049013816,48
2004-2014,33140,Michigan City-La Porte; IN Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.058265855,
2004-2014,33220,Midland; MI Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0232387057,
2004-2014,33260,Midland; TX Metropolitan Statistical Area,Percent Change in Aggregate Wages,1.577938795,
2004-2014,33340,Milwaukee-Waukesha-West Allis; WI Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0295883533,87
2004-2014,33460,Minneapolis-St. Paul-Bloomington; MN-WI Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1026075442,51
2004-2014,33540,Missoula; MT Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1513621746,
2004-2014,33660,Mobile; AL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1384755717,
2004-2014,33700,Modesto; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0702967818,
2004-2014,33740,Monroe; LA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0817052669,
2004-2014,33780,Monroe; MI Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.0682071,
2004-2014,33860,Montgomery; AL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0151204233,
2004-2014,34060,Morgantown; WV Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.4651366653,
2004-2014,34100,Morristown; TN Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.083086645,
2004-2014,34580,Mount Vernon-Anacortes; WA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.2011017473,
2004-2014,34620,Muncie; IN Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.094727866,
2004-2014,34740,Muskegon; MI Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.039341203,
2004-2014,34820,Myrtle Beach-Conway-North Myrtle Beach; SC-NC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1010625604,
2004-2014,34900,Napa; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1654634945,
2004-2014,34940,Naples-Immokalee-Marco Island; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.056134271,
2004-2014,34980,Nashville-Davidson--Murfreesboro--Franklin; TN Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.2517456521,17
2004-2014,35100,New Bern; NC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0616769777,
2004-2014,35300,New Haven-Milford; CT Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0124528327,93
