year,CBSA,CBSA_name,indicator,value
2006,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,Average Annual Wage,47.848675675
2007,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,Average Annual Wage,47.848027204
2008,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,Average Annual Wage,48.365536678
2009,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,Average Annual Wage,49.461663324
2010,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,Average Annual Wage,49.619094063
2011,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,Average Annual Wage,49.474826605
2012,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,Average Annual Wage,49.26876932
2013,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,Average Annual Wage,49.787387487
2014,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,Average Annual Wage,50.571237836
2000,10740,Albuquerque; NM Metropolitan Statistical Area,Average Annual Wage,41.236754532
2001,10740,Albuquerque; NM Metropolitan Statistical Area,Average Annual Wage,42.044602216
2002,10740,Albuquerque; NM Metropolitan Statistical Area,Average Annual Wage,42.835322904
2003,10740,Albuquerque; NM Metropolitan Statistical Area,Average Annual Wage,43.678987175
2004,10740,Albuquerque; NM Metropolitan Statistical Area,Average Annual Wage,44.192343497
2005,10740,Albuquerque; NM Metropolitan Statistical Area,Average Annual Wage,44.529051609
2006,10740,Albuquerque; NM Metropolitan Statistical Area,Average Annual Wage,44.849163539
2007,10740,Albuquerque; NM Metropolitan Statistical Area,Average Annual Wage,45.168792917
2008,10740,Albuquerque; NM Metropolitan Statistical Area,Average Annual Wage,45.216140974
2009,10740,Albuquerque; NM Metropolitan Statistical Area,Average Annual Wage,46.429363854
2010,10740,Albuquerque; NM Metropolitan Statistical Area,Average Annual Wage,46.080624
2011,10740,Albuquerque; NM Metropolitan Statistical Area,Average Annual Wage,45.763275842
2012,10740,Albuquerque; NM Metropolitan Statistical Area,Average Annual Wage,45.765644539
2013,10740,Albuquerque; NM Metropolitan Statistical Area,Average Annual Wage,44.844106994
2014,10740,Albuquerque; NM Metropolitan Statistical Area,Average Annual Wage,45.556757883
2000,10780,Alexandria; LA Metropolitan Statistical Area,Average Annual Wage,33.602925447
2001,10780,Alexandria; LA Metropolitan Statistical Area,Average Annual Wage,34.330465179
2002,10780,Alexandria; LA Metropolitan Statistical Area,Average Annual Wage,35.120484609
2003,10780,Alexandria; LA Metropolitan Statistical Area,Average Annual Wage,36.021364306
2004,10780,Alexandria; LA Metropolitan Statistical Area,Average Annual Wage,37.206799442
2005,10780,Alexandria; LA Metropolitan Statistical Area,Average Annual Wage,37.328053468
2006,10780,Alexandria; LA Metropolitan Statistical Area,Average Annual Wage,39.35131625
2007,10780,Alexandria; LA Metropolitan Statistical Area,Average Annual Wage,40.098295404
2008,10780,Alexandria; LA Metropolitan Statistical Area,Average Annual Wage,39.662085625
2009,10780,Alexandria; LA Metropolitan Statistical Area,Average Annual Wage,40.332019071
2010,10780,Alexandria; LA Metropolitan Statistical Area,Average Annual Wage,40.11460608
2011,10780,Alexandria; LA Metropolitan Statistical Area,Average Annual Wage,39.658454981
2012,10780,Alexandria; LA Metropolitan Statistical Area,Average Annual Wage,40.082565185
2013,10780,Alexandria; LA Metropolitan Statistical Area,Average Annual Wage,39.832023068
2014,10780,Alexandria; LA Metropolitan Statistical Area,Average Annual Wage,40.109994135
2000,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical,Average Annual Wage,43.702831638
2001,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical,Average Annual Wage,44.027998226
2002,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical,Average Annual Wage,45.054575411
2003,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical,Average Annual Wage,45.486200152
2004,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical,Average Annual Wage,45.852094931
2005,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical,Average Annual Wage,45.777183191
2006,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical,Average Annual Wage,46.461725275
2007,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical,Average Annual Wage,47.548755859
2008,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical,Average Annual Wage,46.950223867
2009,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical,Average Annual Wage,46.996052695
2010,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical,Average Annual Wage,47.075376328
2011,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical,Average Annual Wage,46.835466552
2012,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical,Average Annual Wage,47.009413606
2013,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical,Average Annual Wage,47.00784884
2014,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical,Average Annual Wage,48.037986821
2000,11020,Altoona; PA Metropolitan Statistical Area,Average Annual Wage,35.726126174
2001,11020,Altoona; PA Metropolitan Statistical Area,Average Annual Wage,35.67995371
2002,11020,Altoona; PA Metropolitan Statistical Area,Average Annual Wage,35.766503391
2003,11020,Altoona; PA Metropolitan Statistical Area,Average Annual Wage,35.994225407
2004,11020,Altoona; PA Metropolitan Statistical Area,Average Annual Wage,36.47091126
2005,11020,Altoona; PA Metropolitan Statistical Area,Average Annual Wage,36.662319172
2006,11020,Altoona; PA Metropolitan Statistical Area,Average Annual Wage,36.501315133
2007,11020,Altoona; PA Metropolitan Statistical Area,Average Annual Wage,37.181003284
2008,11020,Altoona; PA Metropolitan Statistical Area,Average Annual Wage,37.249067149
2009,11020,Altoona; PA Metropolitan Statistical Area,Average Annual Wage,38.294270656
2010,11020,Altoona; PA Metropolitan Statistical Area,Average Annual Wage,38.041249666
2011,11020,Altoona; PA Metropolitan Statistical Area,Average Annual Wage,38.103019061
2012,11020,Altoona; PA Metropolitan Statistical Area,Average Annual Wage,38.019130742
2013,11020,Altoona; PA Metropolitan Statistical Area,Average Annual Wage,38.110858666
2014,11020,Altoona; PA Metropolitan Statistical Area,Average Annual Wage,38.793538985
2000,11100,Amarillo; TX Metropolitan Statistical Area,Average Annual Wage,36.148895187
2001,11100,Amarillo; TX Metropolitan Statistical Area,Average Annual Wage,36.86704247
2002,11100,Amarillo; TX Metropolitan Statistical Area,Average Annual Wage,37.359939019
2003,11100,Amarillo; TX Metropolitan Statistical Area,Average Annual Wage,37.662208638
2004,11100,Amarillo; TX Metropolitan Statistical Area,Average Annual Wage,38.074369595
2005,11100,Amarillo; TX Metropolitan Statistical Area,Average Annual Wage,38.648075434
2006,11100,Amarillo; TX Metropolitan Statistical Area,Average Annual Wage,39.79233217
2007,11100,Amarillo; TX Metropolitan Statistical Area,Average Annual Wage,40.751751267
2008,11100,Amarillo; TX Metropolitan Statistical Area,Average Annual Wage,41.513649301
2009,11100,Amarillo; TX Metropolitan Statistical Area,Average Annual Wage,41.965554755
2010,11100,Amarillo; TX Metropolitan Statistical Area,Average Annual Wage,42.440682551
2011,11100,Amarillo; TX Metropolitan Statistical Area,Average Annual Wage,41.818323421
2012,11100,Amarillo; TX Metropolitan Statistical Area,Average Annual Wage,42.568154796
2013,11100,Amarillo; TX Metropolitan Statistical Area,Average Annual Wage,42.447857176
2014,11100,Amarillo; TX Metropolitan Statistical Area,Average Annual Wage,43.066467622
2000,11180,Ames; IA Metropolitan Statistical Area,Average Annual Wage,33.4431805
2001,11180,Ames; IA Metropolitan Statistical Area,Average Annual Wage,34.005999252
2002,11180,Ames; IA Metropolitan Statistical Area,Average Annual Wage,34.578302478
2003,11180,Ames; IA Metropolitan Statistical Area,Average Annual Wage,35.803591537
2004,11180,Ames; IA Metropolitan Statistical Area,Average Annual Wage,36.463723911
2005,11180,Ames; IA Metropolitan Statistical Area,Average Annual Wage,36.713592127
2006,11180,Ames; IA Metropolitan Statistical Area,Average Annual Wage,37.272567464
2007,11180,Ames; IA Metropolitan Statistical Area,Average Annual Wage,37.962855104
2008,11180,Ames; IA Metropolitan Statistical Area,Average Annual Wage,37.927963538
2009,11180,Ames; IA Metropolitan Statistical Area,Average Annual Wage,38.668226739
2010,11180,Ames; IA Metropolitan Statistical Area,Average Annual Wage,38.401084234
2011,11180,Ames; IA Metropolitan Statistical Area,Average Annual Wage,37.74910309
2012,11180,Ames; IA Metropolitan Statistical Area,Average Annual Wage,38.354641074
2013,11180,Ames; IA Metropolitan Statistical Area,Average Annual Wage,38.078061772
2014,11180,Ames; IA Metropolitan Statistical Area,Average Annual Wage,39.121477099
2000,11260,Anchorage; AK Metropolitan Statistical Area,Average Annual Wage,52.265448583
2001,11260,Anchorage; AK Metropolitan Statistical Area,Average Annual Wage,53.425754429
2002,11260,Anchorage; AK Metropolitan Statistical Area,Average Annual Wage,54.527997882
2003,11260,Anchorage; AK Metropolitan Statistical Area,Average Annual Wage,54.977337112
2004,11260,Anchorage; AK Metropolitan Statistical Area,Average Annual Wage,56.010458955
2005,11260,Anchorage; AK Metropolitan Statistical Area,Average Annual Wage,56.354095279
2006,11260,Anchorage; AK Metropolitan Statistical Area,Average Annual Wage,56.93122401
2007,11260,Anchorage; AK Metropolitan Statistical Area,Average Annual Wage,58.504267324
2008,11260,Anchorage; AK Metropolitan Statistical Area,Average Annual Wage,58.831472629
2009,11260,Anchorage; AK Metropolitan Statistical Area,Average Annual Wage,60.95857916
2010,11260,Anchorage; AK Metropolitan Statistical Area,Average Annual Wage,60.745409668
2011,11260,Anchorage; AK Metropolitan Statistical Area,Average Annual Wage,59.79762795
2012,11260,Anchorage; AK Metropolitan Statistical Area,Average Annual Wage,60.538553731
2013,11260,Anchorage; AK Metropolitan Statistical Area,Average Annual Wage,60.721106506
2014,11260,Anchorage; AK Metropolitan Statistical Area,Average Annual Wage,61.610895006
2000,11460,Ann Arbor; MI Metropolitan Statistical Area,Average Annual Wage,52.055127557
2001,11460,Ann Arbor; MI Metropolitan Statistical Area,Average Annual Wage,48.735418077
2002,11460,Ann Arbor; MI Metropolitan Statistical Area,Average Annual Wage,50.772824744
2003,11460,Ann Arbor; MI Metropolitan Statistical Area,Average Annual Wage,51.750026107
2004,11460,Ann Arbor; MI Metropolitan Statistical Area,Average Annual Wage,51.611735789
2005,11460,Ann Arbor; MI Metropolitan Statistical Area,Average Annual Wage,51.064078363
2006,11460,Ann Arbor; MI Metropolitan Statistical Area,Average Annual Wage,50.743185519
2007,11460,Ann Arbor; MI Metropolitan Statistical Area,Average Annual Wage,51.798974219
2008,11460,Ann Arbor; MI Metropolitan Statistical Area,Average Annual Wage,49.329705855
2009,11460,Ann Arbor; MI Metropolitan Statistical Area,Average Annual Wage,49.07368261
2010,11460,Ann Arbor; MI Metropolitan Statistical Area,Average Annual Wage,48.659087266
2011,11460,Ann Arbor; MI Metropolitan Statistical Area,Average Annual Wage,48.089710975
2012,11460,Ann Arbor; MI Metropolitan Statistical Area,Average Annual Wage,48.519230964
2013,11460,Ann Arbor; MI Metropolitan Statistical Area,Average Annual Wage,48.419378355
2014,11460,Ann Arbor; MI Metropolitan Statistical Area,Average Annual Wage,48.70994833
2000,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical,Average Annual Wage,33.110132452
2001,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical,Average Annual Wage,34.07680995
2002,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical,Average Annual Wage,35.33046077
2003,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical,Average Annual Wage,36.231265387
2004,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical,Average Annual Wage,36.976539364
2005,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical,Average Annual Wage,37.291018913
2006,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical,Average Annual Wage,37.554569681
2007,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical,Average Annual Wage,39.09542626
2008,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical,Average Annual Wage,39.676830616
2009,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical,Average Annual Wage,40.421773566
2010,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical,Average Annual Wage,40.235860494
2011,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical,Average Annual Wage,39.731681956
2012,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical,Average Annual Wage,38.66334016
2013,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical,Average Annual Wage,36.980853272
2014,11500,Anniston-Oxford-Jacksonville; AL Metropolitan Statistical,Average Annual Wage,36.727751011
2000,11540,Appleton; WI Metropolitan Statistical Area,Average Annual Wage,38.340531349
2001,11540,Appleton; WI Metropolitan Statistical Area,Average Annual Wage,40.555995626
2002,11540,Appleton; WI Metropolitan Statistical Area,Average Annual Wage,40.989254626
2003,11540,Appleton; WI Metropolitan Statistical Area,Average Annual Wage,41.331815018
2004,11540,Appleton; WI Metropolitan Statistical Area,Average Annual Wage,42.744886086
2005,11540,Appleton; WI Metropolitan Statistical Area,Average Annual Wage,41.998066325
2006,11540,Appleton; WI Metropolitan Statistical Area,Average Annual Wage,42.187360562
2007,11540,Appleton; WI Metropolitan Statistical Area,Average Annual Wage,43.153414982
2008,11540,Appleton; WI Metropolitan Statistical Area,Average Annual Wage,42.665445531
2009,11540,Appleton; WI Metropolitan Statistical Area,Average Annual Wage,42.194128587
2010,11540,Appleton; WI Metropolitan Statistical Area,Average Annual Wage,42.379054044
2011,11540,Appleton; WI Metropolitan Statistical Area,Average Annual Wage,42.722583316
2012,11540,Appleton; WI Metropolitan Statistical Area,Average Annual Wage,43.622710098
2013,11540,Appleton; WI Metropolitan Statistical Area,Average Annual Wage,43.033502248
2014,11540,Appleton; WI Metropolitan Statistical Area,Average Annual Wage,43.57929578
2000,11700,Asheville; NC Metropolitan Statistical Area,Average Annual Wage,37.518647815
2001,11700,Asheville; NC Metropolitan Statistical Area,Average Annual Wage,37.816496298
2002,11700,Asheville; NC Metropolitan Statistical Area,Average Annual Wage,37.610253692
2003,11700,Asheville; NC Metropolitan Statistical Area,Average Annual Wage,37.842474114
2004,11700,Asheville; NC Metropolitan Statistical Area,Average Annual Wage,38.728776096
2005,11700,Asheville; NC Metropolitan Statistical Area,Average Annual Wage,38.751467382
2006,11700,Asheville; NC Metropolitan Statistical Area,Average Annual Wage,39.2747742
2007,11700,Asheville; NC Metropolitan Statistical Area,Average Annual Wage,39.555206647
2008,11700,Asheville; NC Metropolitan Statistical Area,Average Annual Wage,39.191906759
2009,11700,Asheville; NC Metropolitan Statistical Area,Average Annual Wage,39.264532831
2010,11700,Asheville; NC Metropolitan Statistical Area,Average Annual Wage,39.319336616
2011,11700,Asheville; NC Metropolitan Statistical Area,Average Annual Wage,38.833834229
2012,11700,Asheville; NC Metropolitan Statistical Area,Average Annual Wage,39.14329581
2013,11700,Asheville; NC Metropolitan Statistical Area,Average Annual Wage,38.907552932
2014,11700,Asheville; NC Metropolitan Statistical Area,Average Annual Wage,39.237792975
2000,12020,Athens-Clarke County; GA Metropolitan Statistical Area,Average Annual Wage,34.862733437
2001,12020,Athens-Clarke County; GA Metropolitan Statistical Area,Average Annual Wage,35.771262898
2002,12020,Athens-Clarke County; GA Metropolitan Statistical Area,Average Annual Wage,36.260385494
2003,12020,Athens-Clarke County; GA Metropolitan Statistical Area,Average Annual Wage,36.901204124
2004,12020,Athens-Clarke County; GA Metropolitan Statistical Area,Average Annual Wage,37.162659588
2005,12020,Athens-Clarke County; GA Metropolitan Statistical Area,Average Annual Wage,37.255902837
2006,12020,Athens-Clarke County; GA Metropolitan Statistical Area,Average Annual Wage,37.612802098
2007,12020,Athens-Clarke County; GA Metropolitan Statistical Area,Average Annual Wage,37.643909101
2008,12020,Athens-Clarke County; GA Metropolitan Statistical Area,Average Annual Wage,37.663445744
2009,12020,Athens-Clarke County; GA Metropolitan Statistical Area,Average Annual Wage,38.606250543
2010,12020,Athens-Clarke County; GA Metropolitan Statistical Area,Average Annual Wage,38.483958265
2011,12020,Athens-Clarke County; GA Metropolitan Statistical Area,Average Annual Wage,38.091046682
2012,12020,Athens-Clarke County; GA Metropolitan Statistical Area,Average Annual Wage,38.125498317
2013,12020,Athens-Clarke County; GA Metropolitan Statistical Area,Average Annual Wage,37.61265523
2014,12020,Athens-Clarke County; GA Metropolitan Statistical Area,Average Annual Wage,38.14032505
2000,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical,Average Annual Wage,53.583389291
2001,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical,Average Annual Wage,53.888532569
2002,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical,Average Annual Wage,53.841413595
2003,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical,Average Annual Wage,54.517901847
2004,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical,Average Annual Wage,55.137204278
2005,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical,Average Annual Wage,55.067063629
2006,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical,Average Annual Wage,55.383520764
2007,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical,Average Annual Wage,56.25369404
2008,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical,Average Annual Wage,55.067897096
2009,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical,Average Annual Wage,55.181094425
2010,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical,Average Annual Wage,55.50063968
2011,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical,Average Annual Wage,55.716771096
2012,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical,Average Annual Wage,56.249307335
2013,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical,Average Annual Wage,55.891843672
2014,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical,Average Annual Wage,56.320569641
2000,12100,Atlantic City-Hammonton; NJ Metropolitan Statistical Area,Average Annual Wage,43.248096211
2001,12100,Atlantic City-Hammonton; NJ Metropolitan Statistical Area,Average Annual Wage,44.040045535
2002,12100,Atlantic City-Hammonton; NJ Metropolitan Statistical Area,Average Annual Wage,44.732015664
2003,12100,Atlantic City-Hammonton; NJ Metropolitan Statistical Area,Average Annual Wage,44.633064938
2004,12100,Atlantic City-Hammonton; NJ Metropolitan Statistical Area,Average Annual Wage,45.314967595
2005,12100,Atlantic City-Hammonton; NJ Metropolitan Statistical Area,Average Annual Wage,45.692451791
2006,12100,Atlantic City-Hammonton; NJ Metropolitan Statistical Area,Average Annual Wage,45.77219587
2007,12100,Atlantic City-Hammonton; NJ Metropolitan Statistical Area,Average Annual Wage,46.60595775
2008,12100,Atlantic City-Hammonton; NJ Metropolitan Statistical Area,Average Annual Wage,46.855592015
2009,12100,Atlantic City-Hammonton; NJ Metropolitan Statistical Area,Average Annual Wage,46.299272779
2010,12100,Atlantic City-Hammonton; NJ Metropolitan Statistical Area,Average Annual Wage,46.094383231
2011,12100,Atlantic City-Hammonton; NJ Metropolitan Statistical Area,Average Annual Wage,45.924896255
2012,12100,Atlantic City-Hammonton; NJ Metropolitan Statistical Area,Average Annual Wage,44.591198837
2013,12100,Atlantic City-Hammonton; NJ Metropolitan Statistical Area,Average Annual Wage,43.995729316
2014,12100,Atlantic City-Hammonton; NJ Metropolitan Statistical Area,Average Annual Wage,44.818715804
2000,12220,Auburn-Opelika; AL Metropolitan Statistical Area,Average Annual Wage,31.731955504
2001,12220,Auburn-Opelika; AL Metropolitan Statistical Area,Average Annual Wage,31.342140853
2002,12220,Auburn-Opelika; AL Metropolitan Statistical Area,Average Annual Wage,32.158536552
2003,12220,Auburn-Opelika; AL Metropolitan Statistical Area,Average Annual Wage,33.125557424
2004,12220,Auburn-Opelika; AL Metropolitan Statistical Area,Average Annual Wage,34.024228491
2005,12220,Auburn-Opelika; AL Metropolitan Statistical Area,Average Annual Wage,33.705385461
2006,12220,Auburn-Opelika; AL Metropolitan Statistical Area,Average Annual Wage,34.25281395
2007,12220,Auburn-Opelika; AL Metropolitan Statistical Area,Average Annual Wage,34.525751077
2008,12220,Auburn-Opelika; AL Metropolitan Statistical Area,Average Annual Wage,34.602284481
2009,12220,Auburn-Opelika; AL Metropolitan Statistical Area,Average Annual Wage,35.229110924
2010,12220,Auburn-Opelika; AL Metropolitan Statistical Area,Average Annual Wage,34.494402001
2011,12220,Auburn-Opelika; AL Metropolitan Statistical Area,Average Annual Wage,34.251677843
2012,12220,Auburn-Opelika; AL Metropolitan Statistical Area,Average Annual Wage,34.25557595
2013,12220,Auburn-Opelika; AL Metropolitan Statistical Area,Average Annual Wage,33.566169347
2014,12220,Auburn-Opelika; AL Metropolitan Statistical Area,Average Annual Wage,33.9987775
2000,12260,Augusta-Richmond County; GA-SC Metropolitan Statistical Ar,Average Annual Wage,42.352957782
2001,12260,Augusta-Richmond County; GA-SC Metropolitan Statistical Ar,Average Annual Wage,43.10946546
2002,12260,Augusta-Richmond County; GA-SC Metropolitan Statistical Ar,Average Annual Wage,43.775319332
2003,12260,Augusta-Richmond County; GA-SC Metropolitan Statistical Ar,Average Annual Wage,44.658634397
2004,12260,Augusta-Richmond County; GA-SC Metropolitan Statistical Ar,Average Annual Wage,44.531716103
2005,12260,Augusta-Richmond County; GA-SC Metropolitan Statistical Ar,Average Annual Wage,44.727573668
2006,12260,Augusta-Richmond County; GA-SC Metropolitan Statistical Ar,Average Annual Wage,44.953623393
2007,12260,Augusta-Richmond County; GA-SC Metropolitan Statistical Ar,Average Annual Wage,45.285266257
2008,12260,Augusta-Richmond County; GA-SC Metropolitan Statistical Ar,Average Annual Wage,45.78048045
2009,12260,Augusta-Richmond County; GA-SC Metropolitan Statistical Ar,Average Annual Wage,46.697304314
2010,12260,Augusta-Richmond County; GA-SC Metropolitan Statistical Ar,Average Annual Wage,47.068480678
2011,12260,Augusta-Richmond County; GA-SC Metropolitan Statistical Ar,Average Annual Wage,46.750721313
