Year,CBSA,CBSA Name,Race,Indicator,Value,SE
2011,10420,"Akron, OH",All races,"Median Income, Mean Absolute Difference",5120.114746,2610.583252
2012,10420,"Akron, OH",All races,"Median Income, Mean Absolute Difference",5296.92627,2321.937012
2013,10420,"Akron, OH",All races,"Median Income, Mean Absolute Difference",12876.03613,1698.742188
2014,10420,"Akron, OH",All races,"Median Income, Mean Absolute Difference",8470.769531,1493.275146
2000,10420,"Akron, OH",All races,"Relative Income Poverty, Mean Absolute Difference",0.054478697,0
2006,10420,"Akron, OH",All races,"Relative Income Poverty, Mean Absolute Difference",0.102264263,0.042623214
2007,10420,"Akron, OH",All races,"Relative Income Poverty, Mean Absolute Difference",0.089178972,0.056126237
2008,10420,"Akron, OH",All races,"Relative Income Poverty, Mean Absolute Difference",0.14117381,0.061569046
2009,10420,"Akron, OH",All races,"Relative Income Poverty, Mean Absolute Difference",0.156097844,0.039931972
2010,10420,"Akron, OH",All races,"Relative Income Poverty, Mean Absolute Difference",0.078005888,0.055383444
2011,10420,"Akron, OH",All races,"Relative Income Poverty, Mean Absolute Difference",0.058583282,0.03908566
2012,10420,"Akron, OH",All races,"Relative Income Poverty, Mean Absolute Difference",0.126564071,0.046705667
2013,10420,"Akron, OH",All races,"Relative Income Poverty, Mean Absolute Difference",0.17033495,0.033227723
2014,10420,"Akron, OH",All races,"Relative Income Poverty, Mean Absolute Difference",0.145148784,0.036615208
2000,10500,"Albany, GA",All races,"Employment Ratio, Mean Absolute Difference",0.103699639,0
2006,10500,"Albany, GA",All races,"Employment Ratio, Mean Absolute Difference",0.149454743,0.096868664
2007,10500,"Albany, GA",All races,"Employment Ratio, Mean Absolute Difference",0.282272518,0.09072084
2008,10500,"Albany, GA",All races,"Employment Ratio, Mean Absolute Difference",0.239037365,0.121573791
2009,10500,"Albany, GA",All races,"Employment Ratio, Mean Absolute Difference",0.166041479,0.072214328
2010,10500,"Albany, GA",All races,"Employment Ratio, Mean Absolute Difference",0.260224611,0.095936023
2011,10500,"Albany, GA",All races,"Employment Ratio, Mean Absolute Difference",0.166905373,0.073032066
2012,10500,"Albany, GA",All races,"Employment Ratio, Mean Absolute Difference",0.157554835,0.038560756
2013,10500,"Albany, GA",All races,"Employment Ratio, Mean Absolute Difference",0.206844419,0.02903909
2014,10500,"Albany, GA",All races,"Employment Ratio, Mean Absolute Difference",0.111064591,0.069109015
2000,10500,"Albany, GA",All races,"Median Income, Mean Absolute Difference",5891.750977,0
2006,10500,"Albany, GA",All races,"Median Income, Mean Absolute Difference",24800.03516,11235.88281
2007,10500,"Albany, GA",All races,"Median Income, Mean Absolute Difference",13549.74512,4238.056641
2008,10500,"Albany, GA",All races,"Median Income, Mean Absolute Difference",25183.68164,39074.35938
2009,10500,"Albany, GA",All races,"Median Income, Mean Absolute Difference",7131.756836,4635.406738
2010,10500,"Albany, GA",All races,"Median Income, Mean Absolute Difference",11853.14258,10207.24121
2011,10500,"Albany, GA",All races,"Median Income, Mean Absolute Difference",13781.64258,3902.920654
2012,10500,"Albany, GA",All races,"Median Income, Mean Absolute Difference",8308.902344,5609.774414
2013,10500,"Albany, GA",All races,"Median Income, Mean Absolute Difference",23483.43359,7754.088867
2014,10500,"Albany, GA",All races,"Median Income, Mean Absolute Difference",16719.68555,7197.290527
2000,10500,"Albany, GA",All races,"Relative Income Poverty, Mean Absolute Difference",0.1130291,0
2006,10500,"Albany, GA",All races,"Relative Income Poverty, Mean Absolute Difference",0.18183057,0.092814833
2007,10500,"Albany, GA",All races,"Relative Income Poverty, Mean Absolute Difference",0.228154212,0.102576494
2008,10500,"Albany, GA",All races,"Relative Income Poverty, Mean Absolute Difference",0.358475327,0.061910335
2009,10500,"Albany, GA",All races,"Relative Income Poverty, Mean Absolute Difference",0.159211487,0.057751276
2010,10500,"Albany, GA",All races,"Relative Income Poverty, Mean Absolute Difference",0.367423236,0.072854929
2011,10500,"Albany, GA",All races,"Relative Income Poverty, Mean Absolute Difference",0.331056416,0.083906762
2012,10500,"Albany, GA",All races,"Relative Income Poverty, Mean Absolute Difference",0.10905762,0.077605084
2013,10500,"Albany, GA",All races,"Relative Income Poverty, Mean Absolute Difference",0.141377181,0.061878562
2014,10500,"Albany, GA",All races,"Relative Income Poverty, Mean Absolute Difference",0.198352665,0.044130392
2000,10540,"Albany, OR",All races,"Employment Ratio, Mean Absolute Difference",0.099422917,0
2006,10540,"Albany, OR",All races,"Employment Ratio, Mean Absolute Difference",0.184708029,0.068252079
2007,10540,"Albany, OR",All races,"Employment Ratio, Mean Absolute Difference",0.167933077,0.063881345
2008,10540,"Albany, OR",All races,"Employment Ratio, Mean Absolute Difference",0.123366818,0.060313623
2009,10540,"Albany, OR",All races,"Employment Ratio, Mean Absolute Difference",0.212298438,0.04496811
2010,10540,"Albany, OR",All races,"Employment Ratio, Mean Absolute Difference",0.135140419,0.076292425
2011,10540,"Albany, OR",All races,"Employment Ratio, Mean Absolute Difference",0.102995917,0.057603475
2012,10540,"Albany, OR",All races,"Employment Ratio, Mean Absolute Difference",0.090253271,0.079076909
2013,10540,"Albany, OR",All races,"Employment Ratio, Mean Absolute Difference",0.201856166,0.082500964
2014,10540,"Albany, OR",All races,"Employment Ratio, Mean Absolute Difference",0.133614361,0.088297978
2000,10540,"Albany, OR",All races,"Median Income, Mean Absolute Difference",7586.637695,0
2006,10540,"Albany, OR",All races,"Median Income, Mean Absolute Difference",7463.407227,4185.512207
2007,10540,"Albany, OR",All races,"Median Income, Mean Absolute Difference",6854.846191,3326.264893
2008,10540,"Albany, OR",All races,"Median Income, Mean Absolute Difference",14390.67383,4202.501953
2009,10540,"Albany, OR",All races,"Median Income, Mean Absolute Difference",6739.18457,6672.614258
2010,10540,"Albany, OR",All races,"Median Income, Mean Absolute Difference",11031.20898,5483.059082
2011,10540,"Albany, OR",All races,"Median Income, Mean Absolute Difference",10794.9082,14854.59668
2012,10540,"Albany, OR",All races,"Median Income, Mean Absolute Difference",8225.814453,2258.114014
2013,10540,"Albany, OR",All races,"Median Income, Mean Absolute Difference",9646.806641,5347.597168
2014,10540,"Albany, OR",All races,"Median Income, Mean Absolute Difference",23455.96484,9540.955078
2000,10540,"Albany, OR",All races,"Relative Income Poverty, Mean Absolute Difference",0.091754287,0
2006,10540,"Albany, OR",All races,"Relative Income Poverty, Mean Absolute Difference",0.087376751,0.078489371
2007,10540,"Albany, OR",All races,"Relative Income Poverty, Mean Absolute Difference",0.08127743,0.124149881
2008,10540,"Albany, OR",All races,"Relative Income Poverty, Mean Absolute Difference",0.208701417,0.091177672
2009,10540,"Albany, OR",All races,"Relative Income Poverty, Mean Absolute Difference",0.08403635,0.096893944
2010,10540,"Albany, OR",All races,"Relative Income Poverty, Mean Absolute Difference",0.200992182,0.060806468
2011,10540,"Albany, OR",All races,"Relative Income Poverty, Mean Absolute Difference",0.106675848,0.100717545
2012,10540,"Albany, OR",All races,"Relative Income Poverty, Mean Absolute Difference",0.119631886,0.095431596
2013,10540,"Albany, OR",All races,"Relative Income Poverty, Mean Absolute Difference",0.219020173,0.092322581
2014,10540,"Albany, OR",All races,"Relative Income Poverty, Mean Absolute Difference",0.207784608,0.042665333
2000,10580,"Albany-Schenectady-Troy, NY",All races,"Employment Ratio, Mean Absolute Difference",0.071778104,0
2006,10580,"Albany-Schenectady-Troy, NY",All races,"Employment Ratio, Mean Absolute Difference",0.084056996,0.024077192
2007,10580,"Albany-Schenectady-Troy, NY",All races,"Employment Ratio, Mean Absolute Difference",0.077324137,0.02166817
2008,10580,"Albany-Schenectady-Troy, NY",All races,"Employment Ratio, Mean Absolute Difference",0.056621838,0.023532087
2009,10580,"Albany-Schenectady-Troy, NY",All races,"Employment Ratio, Mean Absolute Difference",0.079831623,0.021718591
2010,10580,"Albany-Schenectady-Troy, NY",All races,"Employment Ratio, Mean Absolute Difference",0.084366836,0.016362762
2011,10580,"Albany-Schenectady-Troy, NY",All races,"Employment Ratio, Mean Absolute Difference",0.05932951,0.02049561
2012,10580,"Albany-Schenectady-Troy, NY",All races,"Employment Ratio, Mean Absolute Difference",0.107052565,0.023416713
2013,10580,"Albany-Schenectady-Troy, NY",All races,"Employment Ratio, Mean Absolute Difference",0.082238451,0.019075375
2014,10580,"Albany-Schenectady-Troy, NY",All races,"Employment Ratio, Mean Absolute Difference",0.091125868,0.022169808
2000,10580,"Albany-Schenectady-Troy, NY",All races,"Median Income, Mean Absolute Difference",5272.981934,0
2006,10580,"Albany-Schenectady-Troy, NY",All races,"Median Income, Mean Absolute Difference",9124.541016,1568.485596
2007,10580,"Albany-Schenectady-Troy, NY",All races,"Median Income, Mean Absolute Difference",10236.57031,1981.362305
2008,10580,"Albany-Schenectady-Troy, NY",All races,"Median Income, Mean Absolute Difference",10015.73145,2562.567383
2009,10580,"Albany-Schenectady-Troy, NY",All races,"Median Income, Mean Absolute Difference",6979.088379,1767.466431
2010,10580,"Albany-Schenectady-Troy, NY",All races,"Median Income, Mean Absolute Difference",9495.492188,1721.228271
2011,10580,"Albany-Schenectady-Troy, NY",All races,"Median Income, Mean Absolute Difference",9173.537109,2272.146729
2012,10580,"Albany-Schenectady-Troy, NY",All races,"Median Income, Mean Absolute Difference",12401.03711,1935.72522
2013,10580,"Albany-Schenectady-Troy, NY",All races,"Median Income, Mean Absolute Difference",7235.105469,1628.370361
2014,10580,"Albany-Schenectady-Troy, NY",All races,"Median Income, Mean Absolute Difference",9680.880859,2062.144287
2000,10580,"Albany-Schenectady-Troy, NY",All races,"Relative Income Poverty, Mean Absolute Difference",0.054012723,0
2006,10580,"Albany-Schenectady-Troy, NY",All races,"Relative Income Poverty, Mean Absolute Difference",0.128682002,0.028611017
2007,10580,"Albany-Schenectady-Troy, NY",All races,"Relative Income Poverty, Mean Absolute Difference",0.116024278,0.031998966
2008,10580,"Albany-Schenectady-Troy, NY",All races,"Relative Income Poverty, Mean Absolute Difference",0.109765448,0.032210194
2009,10580,"Albany-Schenectady-Troy, NY",All races,"Relative Income Poverty, Mean Absolute Difference",0.094299778,0.031353313
2010,10580,"Albany-Schenectady-Troy, NY",All races,"Relative Income Poverty, Mean Absolute Difference",0.114001885,0.023761837
2011,10580,"Albany-Schenectady-Troy, NY",All races,"Relative Income Poverty, Mean Absolute Difference",0.097605743,0.020794399
2012,10580,"Albany-Schenectady-Troy, NY",All races,"Relative Income Poverty, Mean Absolute Difference",0.117220901,0.031891361
2013,10580,"Albany-Schenectady-Troy, NY",All races,"Relative Income Poverty, Mean Absolute Difference",0.092574619,0.025299158
2014,10580,"Albany-Schenectady-Troy, NY",All races,"Relative Income Poverty, Mean Absolute Difference",0.05688839,0.021685518
2000,10740,"Albuquerque, NM",All races,"Employment Ratio, Mean Absolute Difference",0.074399374,0
2006,10740,"Albuquerque, NM",All races,"Employment Ratio, Mean Absolute Difference",0.074260972,0.019688711
2007,10740,"Albuquerque, NM",All races,"Employment Ratio, Mean Absolute Difference",0.105454005,0.021998158
2008,10740,"Albuquerque, NM",All races,"Employment Ratio, Mean Absolute Difference",0.058490384,0.025382569
2009,10740,"Albuquerque, NM",All races,"Employment Ratio, Mean Absolute Difference",0.029953932,0.021821724
2010,10740,"Albuquerque, NM",All races,"Employment Ratio, Mean Absolute Difference",0.052058436,0.021115931
2011,10740,"Albuquerque, NM",All races,"Employment Ratio, Mean Absolute Difference",0.063525736,0.021834742
2012,10740,"Albuquerque, NM",All races,"Employment Ratio, Mean Absolute Difference",0.062924102,0.029302182
2013,10740,"Albuquerque, NM",All races,"Employment Ratio, Mean Absolute Difference",0.079375722,0.016536094
2014,10740,"Albuquerque, NM",All races,"Employment Ratio, Mean Absolute Difference",0.023532201,0.024811415
2000,10740,"Albuquerque, NM",All races,"Median Income, Mean Absolute Difference",5918.653809,0
2006,10740,"Albuquerque, NM",All races,"Median Income, Mean Absolute Difference",10060.3916,1303.221436
2007,10740,"Albuquerque, NM",All races,"Median Income, Mean Absolute Difference",8957,2151.831543
2008,10740,"Albuquerque, NM",All races,"Median Income, Mean Absolute Difference",7683.911133,1599.36438
2009,10740,"Albuquerque, NM",All races,"Median Income, Mean Absolute Difference",10250.53613,1824.333618
2010,10740,"Albuquerque, NM",All races,"Median Income, Mean Absolute Difference",7570.436523,1481.915039
2011,10740,"Albuquerque, NM",All races,"Median Income, Mean Absolute Difference",8960.199219,2538.45166
2012,10740,"Albuquerque, NM",All races,"Median Income, Mean Absolute Difference",7353.379883,1580.372314
2013,10740,"Albuquerque, NM",All races,"Median Income, Mean Absolute Difference",5927.063477,1842.734619
2014,10740,"Albuquerque, NM",All races,"Median Income, Mean Absolute Difference",6897.626465,1932.701172
2000,10740,"Albuquerque, NM",All races,"Relative Income Poverty, Mean Absolute Difference",0.052688874,0
2006,10740,"Albuquerque, NM",All races,"Relative Income Poverty, Mean Absolute Difference",0.088703394,0.020717047
2007,10740,"Albuquerque, NM",All races,"Relative Income Poverty, Mean Absolute Difference",0.042728692,0.034365799
2008,10740,"Albuquerque, NM",All races,"Relative Income Poverty, Mean Absolute Difference",0.025581021,0.029478582
2009,10740,"Albuquerque, NM",All races,"Relative Income Poverty, Mean Absolute Difference",0.098646484,0.025388915
2010,10740,"Albuquerque, NM",All races,"Relative Income Poverty, Mean Absolute Difference",0.062679783,0.029362358
2011,10740,"Albuquerque, NM",All races,"Relative Income Poverty, Mean Absolute Difference",0.078846529,0.029281089
2012,10740,"Albuquerque, NM",All races,"Relative Income Poverty, Mean Absolute Difference",0.069225639,0.028294235
2013,10740,"Albuquerque, NM",All races,"Relative Income Poverty, Mean Absolute Difference",0.09108863,0.041798964
2014,10740,"Albuquerque, NM",All races,"Relative Income Poverty, Mean Absolute Difference",0.058631372,0.033844948
2000,10780,"Alexandria, LA",All races,"Employment Ratio, Mean Absolute Difference",0.086474121,0
2006,10780,"Alexandria, LA",All races,"Employment Ratio, Mean Absolute Difference",0.213799387,0.032257333
2007,10780,"Alexandria, LA",All races,"Employment Ratio, Mean Absolute Difference",0.199129939,0.057043809
2008,10780,"Alexandria, LA",All races,"Employment Ratio, Mean Absolute Difference",0.104650334,0.051899444
2009,10780,"Alexandria, LA",All races,"Employment Ratio, Mean Absolute Difference",0.152495399,0.078334697
2010,10780,"Alexandria, LA",All races,"Employment Ratio, Mean Absolute Difference",0.121718705,0.061675604
2011,10780,"Alexandria, LA",All races,"Employment Ratio, Mean Absolute Difference",0.218055874,0.113453358
2012,10780,"Alexandria, LA",All races,"Employment Ratio, Mean Absolute Difference",0.101625822,0.046330679
2013,10780,"Alexandria, LA",All races,"Employment Ratio, Mean Absolute Difference",0.180349037,0.049559355
2014,10780,"Alexandria, LA",All races,"Employment Ratio, Mean Absolute Difference",0.133380845,0.048290182
2000,10780,"Alexandria, LA",All races,"Median Income, Mean Absolute Difference",7371.414063,0
2006,10780,"Alexandria, LA",All races,"Median Income, Mean Absolute Difference",17781.1582,6672.427246
2007,10780,"Alexandria, LA",All races,"Median Income, Mean Absolute Difference",23466.42578,10406.16211
2008,10780,"Alexandria, LA",All races,"Median Income, Mean Absolute Difference",6307.024902,3048.000244
2009,10780,"Alexandria, LA",All races,"Median Income, Mean Absolute Difference",13849.12793,5010.620605
2010,10780,"Alexandria, LA",All races,"Median Income, Mean Absolute Difference",17649.93359,5691.226074
2011,10780,"Alexandria, LA",All races,"Median Income, Mean Absolute Difference",8832.197266,5405.799805
2012,10780,"Alexandria, LA",All races,"Median Income, Mean Absolute Difference",6937.932617,3305.482422
2013,10780,"Alexandria, LA",All races,"Median Income, Mean Absolute Difference",5089.100098,5283.964355
2014,10780,"Alexandria, LA",All races,"Median Income, Mean Absolute Difference",4114.374023,1519.039063
2000,10780,"Alexandria, LA",All races,"Relative Income Poverty, Mean Absolute Difference",0.068866663,0
2006,10780,"Alexandria, LA",All races,"Relative Income Poverty, Mean Absolute Difference",0.2778036,0.06145386
2007,10780,"Alexandria, LA",All races,"Relative Income Poverty, Mean Absolute Difference",0.230327055,0.071485728
2008,10780,"Alexandria, LA",All races,"Relative Income Poverty, Mean Absolute Difference",0.14449583,0.033879597
2009,10780,"Alexandria, LA",All races,"Relative Income Poverty, Mean Absolute Difference",0.153344661,0.075438261
2010,10780,"Alexandria, LA",All races,"Relative Income Poverty, Mean Absolute Difference",0.237555102,0.082649648
2011,10780,"Alexandria, LA",All races,"Relative Income Poverty, Mean Absolute Difference",0.165996104,0.13752833
2012,10780,"Alexandria, LA",All races,"Relative Income Poverty, Mean Absolute Difference",0.062133431,0.058373462
2013,10780,"Alexandria, LA",All races,"Relative Income Poverty, Mean Absolute Difference",0.093133904,0.087500371
2014,10780,"Alexandria, LA",All races,"Relative Income Poverty, Mean Absolute Difference",0.089655027,0.03768982
2000,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Employment Ratio, Mean Absolute Difference",0.083709814,0
2006,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Employment Ratio, Mean Absolute Difference",0.059020687,0.029294377
2007,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Employment Ratio, Mean Absolute Difference",0.069137633,0.022949101
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Employment Ratio, Mean Absolute Difference",0.070650376,0.028584789
2009,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Employment Ratio, Mean Absolute Difference",0.091732427,0.040097583
2010,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Employment Ratio, Mean Absolute Difference",0.091715276,0.031609539
2011,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Employment Ratio, Mean Absolute Difference",0.065764979,0.026601117
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Employment Ratio, Mean Absolute Difference",0.087657973,0.034876667
2013,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Employment Ratio, Mean Absolute Difference",0.073118791,0.022654861
2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Employment Ratio, Mean Absolute Difference",0.121312261,0.040315885
2000,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Median Income, Mean Absolute Difference",5649.624023,0
2006,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Median Income, Mean Absolute Difference",10809.07227,2815.172852
2007,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Median Income, Mean Absolute Difference",11424.74414,3165.804688
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Median Income, Mean Absolute Difference",7106.506348,2510.381348
2009,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Median Income, Mean Absolute Difference",15921.04688,2469.62915
2010,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Median Income, Mean Absolute Difference",8651.927734,2789.678467
2011,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Median Income, Mean Absolute Difference",9600.21582,2662.649902
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Median Income, Mean Absolute Difference",16534.7168,2600.585938
2013,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Median Income, Mean Absolute Difference",14715.4668,3975.967285
2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Median Income, Mean Absolute Difference",10487.62012,1222.804932
2000,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Relative Income Poverty, Mean Absolute Difference",0.056840003,0
2006,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Relative Income Poverty, Mean Absolute Difference",0.114916146,0.032224249
2007,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Relative Income Poverty, Mean Absolute Difference",0.085416391,0.030641127
2008,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Relative Income Poverty, Mean Absolute Difference",0.055683207,0.035948474
2009,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Relative Income Poverty, Mean Absolute Difference",0.076536283,0.041226055
2010,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Relative Income Poverty, Mean Absolute Difference",0.076235339,0.027936734
2011,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Relative Income Poverty, Mean Absolute Difference",0.114601791,0.03855215
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Relative Income Poverty, Mean Absolute Difference",0.141370505,0.031947743
2013,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Relative Income Poverty, Mean Absolute Difference",0.079694167,0.037562557
2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",All races,"Relative Income Poverty, Mean Absolute Difference",0.11940553,0.039149664
2000,11020,"Altoona, PA",All races,"Employment Ratio, Mean Absolute Difference",0.127497822,0
2006,11020,"Altoona, PA",All races,"Employment Ratio, Mean Absolute Difference",0.322994769,0.108744003
2007,11020,"Altoona, PA",All races,"Employment Ratio, Mean Absolute Difference",0.181830451,0.096427187
2008,11020,"Altoona, PA",All races,"Employment Ratio, Mean Absolute Difference",0.229241937,0.06664829
2009,11020,"Altoona, PA",All races,"Employment Ratio, Mean Absolute Difference",0.154529661,0.095010534
2010,11020,"Altoona, PA",All races,"Employment Ratio, Mean Absolute Difference",0.324537426,0.097535513
2011,11020,"Altoona, PA",All races,"Employment Ratio, Mean Absolute Difference",0.242375046,0.096238121
2012,11020,"Altoona, PA",All races,"Employment Ratio, Mean Absolute Difference",0.396602631,0.05664343
2013,11020,"Altoona, PA",All races,"Employment Ratio, Mean Absolute Difference",0.267248631,0.048635688
2014,11020,"Altoona, PA",All races,"Employment Ratio, Mean Absolute Difference",0.1263071,0.059839532
2000,11020,"Altoona, PA",All races,"Median Income, Mean Absolute Difference",7156.19043,0
2006,11020,"Altoona, PA",All races,"Median Income, Mean Absolute Difference",36240.80859,22605.43555
2007,11020,"Altoona, PA",All races,"Median Income, Mean Absolute Difference",32446.27539,15945.62695
2008,11020,"Altoona, PA",All races,"Median Income, Mean Absolute Difference",8216.896484,2051.19873
2009,11020,"Altoona, PA",All races,"Median Income, Mean Absolute Difference",11493.6875,15837.44824
2010,11020,"Altoona, PA",All races,"Median Income, Mean Absolute Difference",7959.774902,4853.522949
2011,11020,"Altoona, PA",All races,"Median Income, Mean Absolute Difference",39894.22656,9860.854492
2012,11020,"Altoona, PA",All races,"Median Income, Mean Absolute Difference",12671.07617,4866.706055
2013,11020,"Altoona, PA",All races,"Median Income, Mean Absolute Difference",6948.971191,3698.399658
2014,11020,"Altoona, PA",All races,"Median Income, Mean Absolute Difference",5949.70752,3125.36084
2000,11020,"Altoona, PA",All races,"Relative Income Poverty, Mean Absolute Difference",0.138374612,0
2006,11020,"Altoona, PA",All races,"Relative Income Poverty, Mean Absolute Difference",0.394432932,0.136601001
2007,11020,"Altoona, PA",All races,"Relative Income Poverty, Mean Absolute Difference",0.177956194,0.082171224
2008,11020,"Altoona, PA",All races,"Relative Income Poverty, Mean Absolute Difference",0.247596458,0.076288275
2009,11020,"Altoona, PA",All races,"Relative Income Poverty, Mean Absolute Difference",0.150490105,0.109141327
2010,11020,"Altoona, PA",All races,"Relative Income Poverty, Mean Absolute Difference",0.128191262,0.079165116
2011,11020,"Altoona, PA",All races,"Relative Income Poverty, Mean Absolute Difference",0.264145076,0.111969441
2012,11020,"Altoona, PA",All races,"Relative Income Poverty, Mean Absolute Difference",0.335366935,0.07570944
