year,CBSA,CBSA_name,indicator,value,rank
2004-2014,32820,Memphis; TN-MS-AR Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0212711307,90
2004-2014,33100,Miami-Fort Lauderdale-West Palm Beach; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1049013816,48
2004-2014,33340,Milwaukee-Waukesha-West Allis; WI Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0295883533,87
2004-2014,33460,Minneapolis-St. Paul-Bloomington; MN-WI Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1026075442,51
2004-2014,34980,Nashville-Davidson--Murfreesboro--Franklin; TN Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.2517456521,17
2004-2014,35300,New Haven-Milford; CT Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0124528327,93
2004-2014,35380,New Orleans-Metairie; LA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0398688207,84
2004-2014,35620,New York-Newark-Jersey City; NY-NJ-PA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1420475538,37
2004-2014,35840,North Port-Sarasota-Bradenton; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0121626041,94
2004-2014,36260,Ogden-Clearfield; UT Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1737949503,23
2004-2014,36420,Oklahoma City; OK Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.3052566796,12
2004-2014,36540,Omaha-Council Bluffs; NE-IA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1375113451,38
2004-2014,36740,Orlando-Kissimmee-Sanford; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1616167314,27
2004-2014,37100,Oxnard-Thousand Oaks-Ventura; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0438390146,81
2004-2014,37340,Palm Bay-Melbourne-Titusville; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.045358697,96
2004-2014,37980,Philadelphia-Camden-Wilmington; PA-NJ-DE-MD Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0802893311,62
2004-2014,38060,Phoenix-Mesa-Scottsdale; AZ Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1521503957,34
2004-2014,38300,Pittsburgh; PA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1431175914,36
2004-2014,38900,Portland-Vancouver-Hillsboro; OR-WA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.2120045136,21
2004-2014,39300,Providence-Warwick; RI-MA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0576986126,74
2004-2014,39340,Provo-Orem; UT Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.4360511427,3
2004-2014,39580,Raleigh; NC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.3446020661,8
2004-2014,40060,Richmond; VA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0938896912,56
2004-2014,40140,Riverside-San Bernardino-Ontario; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1028637506,50
2004-2014,40380,Rochester; NY Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0215636587,89
2004-2014,40900,Sacramento--Roseville--Arden-Arcade; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1079240812,46
2004-2014,41180,St. Louis; MO-IL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.04779266,76
2004-2014,41620,Salt Lake City; UT Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.3117538011,11
2004-2014,41700,San Antonio-New Braunfels; TX Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.3407538453,9
2004-2014,41740,San Diego-Carlsbad; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1575846176,30
2004-2014,41860,San Francisco-Oakland-Hayward; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.2688126592,16
2004-2014,41940,San Jose-Sunnyvale-Santa Clara; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.4240816417,4
2004-2014,42540,Scranton--Wilkes-Barre--Hazleton; PA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0460821135,77
2004-2014,42660,Seattle-Tacoma-Bellevue; WA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.31794066,10
2004-2014,44060,Spokane-Spokane Valley; WA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1580637479,29
2004-2014,44140,Springfield; MA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0887611486,58
2004-2014,44700,Stockton-Lodi; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0335952405,85
2004-2014,45060,Syracuse; NY Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.019229967,92
2004-2014,45300,Tampa-St. Petersburg-Clearwater; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.074469503,65
2004-2014,45780,Toledo; OH Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.046852806,97
2004-2014,46060,Tucson; AZ Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0812967848,61
2004-2014,46140,Tulsa; OK Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.2342943938,19
2004-2014,46520,Urban Honolulu; HI Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1527087151,33
2004-2014,47260,Virginia Beach-Norfolk-Newport News; VA-NC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0447350423,80
2004-2014,47900,Washington-Arlington-Alexandria; DC-VA-MD-WV Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1600631715,28
2004-2014,48620,Wichita; KS Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0895575746,57
2004-2014,49180,Winston-Salem; NC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0414589943,83
2004-2014,49340,Worcester; MA-CT Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0874342591,59
2004-2014,49660,Youngstown-Warren-Boardman; OH-PA Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.103232165,100
2009-2014,10420,Akron; OH Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0619687765,65
2009-2014,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0524259055,74
2009-2014,10740,Albuquerque; NM Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.023111209,99
2009-2014,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0796910518,51
2009-2014,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1114449844,31
2009-2014,12260,Augusta-Richmond County; GA-SC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0317873256,89
2009-2014,12420,Austin-Round Rock; TX Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.2447909049,2
2009-2014,12540,Bakersfield; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1875621934,7
2009-2014,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0702090316,58
2009-2014,12940,Baton Rouge; LA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0870240497,42
2009-2014,13820,Birmingham-Hoover; AL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0421931686,82
2009-2014,14260,Boise City; ID Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1190597078,25
2009-2014,14460,Boston-Cambridge-Newton; MA-NH Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1258677946,23
2009-2014,14860,Bridgeport-Stamford-Norwalk; CT Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0465204925,78
2009-2014,15380,Buffalo-Cheektowaga-Niagara Falls; NY Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.055701896,72
2009-2014,15980,Cape Coral-Fort Myers; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1369308907,20
2009-2014,16700,Charleston-North Charleston; SC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1462188866,17
2009-2014,16740,Charlotte-Concord-Gastonia; NC-SC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1805895501,10
2009-2014,16860,Chattanooga; TN-GA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0879490523,40
2009-2014,16980,Chicago-Naperville-Elgin; IL-IN-WI Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0773160118,55
2009-2014,17140,Cincinnati; OH-KY-IN Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0868306459,43
2009-2014,17460,Cleveland-Elyria; OH Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0840640819,45
2009-2014,17820,Colorado Springs; CO Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0680734993,60
2009-2014,17900,Columbia; SC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0560009931,71
2009-2014,18140,Columbus; OH Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1394729408,19
2009-2014,19100,Dallas-Fort Worth-Arlington; TX Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1681039989,12
2009-2014,19380,Dayton; OH Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0275811761,92
2009-2014,19660,Deltona-Daytona Beach-Ormond Beach; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0423200896,81
2009-2014,19740,Denver-Aurora-Lakewood; CO Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1587950621,15
2009-2014,19780,Des Moines-West Des Moines; IA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1140403357,29
2009-2014,19820,Detroit-Warren-Dearborn; MI Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1095730957,32
2009-2014,21340,El Paso; TX Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1167115625,28
2009-2014,23420,Fresno; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0659380579,61
2009-2014,24340,Grand Rapids-Wyoming; MI Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1867642973,8
2009-2014,24660,Greensboro-High Point; NC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0527668507,73
2009-2014,24860,Greenville-Anderson-Mauldin; SC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1319766088,22
2009-2014,25420,Harrisburg-Carlisle; PA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0642262978,64
2009-2014,25540,Hartford-West Hartford-East Hartford; CT Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0590802555,67
2009-2014,26420,Houston-The Woodlands-Sugar Land; TX Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.2367453753,3
2009-2014,26900,Indianapolis-Carmel-Anderson; IN Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.092666811,39
2009-2014,27140,Jackson; MS Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0473548614,77
2009-2014,27260,Jacksonville; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0786738626,52
2009-2014,28140,Kansas City; MO-KS Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0578295895,68
2009-2014,28940,Knoxville; TN Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0798214965,50
2009-2014,29460,Lakeland-Winter Haven; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0399612821,85
2009-2014,29820,Las Vegas-Henderson-Paradise; NV Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0139866043,94
2009-2014,30780,Little Rock-North Little Rock-Conway; AR Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0055613834,96
2009-2014,31080,Los Angeles-Long Beach-Anaheim; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0854116045,44
2009-2014,31140,Louisville/Jefferson County; KY-IN Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.094104881,38
2009-2014,31540,Madison; WI Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1358562927,21
2009-2014,32580,McAllen-Edinburg-Mission; TX Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.113827849,30
2009-2014,32820,Memphis; TN-MS-AR Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0400493114,84
2009-2014,33100,Miami-Fort Lauderdale-West Palm Beach; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1067432976,33
2009-2014,33340,Milwaukee-Waukesha-West Allis; WI Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0487687417,75
2009-2014,33460,Minneapolis-St. Paul-Bloomington; MN-WI Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1167641039,27
2009-2014,34980,Nashville-Davidson--Murfreesboro--Franklin; TN Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1877037603,6
2009-2014,35300,New Haven-Milford; CT Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0284763298,90
2009-2014,35380,New Orleans-Metairie; LA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0389896392,87
2009-2014,35620,New York-Newark-Jersey City; NY-NJ-PA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1016385789,35
2009-2014,35840,North Port-Sarasota-Bradenton; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0838347797,46
2009-2014,36260,Ogden-Clearfield; UT Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0798426019,49
2009-2014,36420,Oklahoma City; OK Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.162782899,14
2009-2014,36540,Omaha-Council Bluffs; NE-IA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0657976563,62
2009-2014,36740,Orlando-Kissimmee-Sanford; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1190631661,24
2009-2014,37100,Oxnard-Thousand Oaks-Ventura; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0719954268,57
2009-2014,37340,Palm Bay-Melbourne-Titusville; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.044220672,100
2009-2014,37980,Philadelphia-Camden-Wilmington; PA-NJ-DE-MD Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0477102228,76
2009-2014,38060,Phoenix-Mesa-Scottsdale; AZ Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0877067476,41
2009-2014,38300,Pittsburgh; PA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0997929746,36
2009-2014,38900,Portland-Vancouver-Hillsboro; OR-WA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1546220535,16
2009-2014,39300,Providence-Warwick; RI-MA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0827654231,47
2009-2014,39340,Provo-Orem; UT Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.2109929042,5
2009-2014,39580,Raleigh; NC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1815012798,9
2009-2014,40060,Richmond; VA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0572071693,69
2009-2014,40140,Riverside-San Bernardino-Ontario; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0814530086,48
2009-2014,40380,Rochester; NY Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0349134608,88
2009-2014,40900,Sacramento--Roseville--Arden-Arcade; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0693364764,59
2009-2014,41180,St. Louis; MO-IL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0397993477,86
2009-2014,41620,Salt Lake City; UT Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1413342981,18
2009-2014,41700,San Antonio-New Braunfels; TX Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1640828269,13
2009-2014,41740,San Diego-Carlsbad; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1173713093,26
2009-2014,41860,San Francisco-Oakland-Hayward; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.2236592769,4
2009-2014,41940,San Jose-Sunnyvale-Santa Clara; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.3854357994,1
2009-2014,42540,Scranton--Wilkes-Barre--Hazleton; PA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0411103682,83
2009-2014,42660,Seattle-Tacoma-Bellevue; WA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.178703216,11
2009-2014,44060,Spokane-Spokane Valley; WA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0566227335,70
2009-2014,44140,Springfield; MA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0781134771,53
2009-2014,44700,Stockton-Lodi; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.028199484,91
2009-2014,45060,Syracuse; NY Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0111967723,95
2009-2014,45300,Tampa-St. Petersburg-Clearwater; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0773723853,54
2009-2014,45780,Toledo; OH Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0653750099,63
2009-2014,46060,Tucson; AZ Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0034384749,97
2009-2014,46140,Tulsa; OK Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.1065012438,34
2009-2014,46520,Urban Honolulu; HI Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0602483755,66
2009-2014,47260,Virginia Beach-Norfolk-Newport News; VA-NC Metropolitan Statistical Area,Percent Change in Aggregate Wages,-0.004773139,98
2009-2014,47900,Washington-Arlington-Alexandria; DC-VA-MD-WV Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0451168642,79
2009-2014,48620,Wichita; KS Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0154813001,93
2009-2014,49180,Winston-Salem; NC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.076926448,56
2009-2014,49340,Worcester; MA-CT Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0991697161,37
2009-2014,49660,Youngstown-Warren-Boardman; OH-PA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0424711476,80
2013-2014,10420,Akron; OH Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.029564644,62
2013-2014,10580,Albany-Schenectady-Troy; NY Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0267401942,71
2013-2014,10740,Albuquerque; NM Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0237448012,76
2013-2014,10900,Allentown-Bethlehem-Easton; PA-NJ Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0337937927,48
2013-2014,12060,Atlanta-Sandy Springs-Roswell; GA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0448062847,22
2013-2014,12260,Augusta-Richmond County; GA-SC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0280626672,67
2013-2014,12420,Austin-Round Rock; TX Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0669186162,3
2013-2014,12540,Bakersfield; CA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0409197687,32
2013-2014,12580,Baltimore-Columbia-Towson; MD Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0190945688,85
2013-2014,12940,Baton Rouge; LA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0397672851,34
2013-2014,13820,Birmingham-Hoover; AL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0201006855,84
2013-2014,14260,Boise City; ID Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0540239732,11
2013-2014,14460,Boston-Cambridge-Newton; MA-NH Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.041825731,30
2013-2014,14860,Bridgeport-Stamford-Norwalk; CT Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0161820569,90
2013-2014,15380,Buffalo-Cheektowaga-Niagara Falls; NY Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0267229175,72
2013-2014,15980,Cape Coral-Fort Myers; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0710205888,2
2013-2014,16700,Charleston-North Charleston; SC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0458135068,20
2013-2014,16740,Charlotte-Concord-Gastonia; NC-SC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0504961157,17
2013-2014,16860,Chattanooga; TN-GA Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0221016795,80
2013-2014,16980,Chicago-Naperville-Elgin; IL-IN-WI Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0286017262,64
2013-2014,17140,Cincinnati; OH-KY-IN Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0332041106,52
2013-2014,17460,Cleveland-Elyria; OH Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0201607514,83
2013-2014,17820,Colorado Springs; CO Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0370493714,42
2013-2014,17900,Columbia; SC Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0325790526,53
2013-2014,18140,Columbus; OH Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0387398612,37
2013-2014,19100,Dallas-Fort Worth-Arlington; TX Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0571454465,8
2013-2014,19380,Dayton; OH Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0201896821,82
2013-2014,19660,Deltona-Daytona Beach-Ormond Beach; FL Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0391519551,36
2013-2014,19740,Denver-Aurora-Lakewood; CO Metropolitan Statistical Area,Percent Change in Aggregate Wages,0.0646202551,4
