Year,CBSA,CBSA Name,Race,Indicator,Value,SE
2009-2014,10500,"Albany, GA",Black,Percent Change in Median Earnings,0.17245236,0.123822317
2009-2014,10500,"Albany, GA",Hispanic,Percent Change in Median Earnings,0.285247296,1.08579278
2009-2014,10500,"Albany, GA",Asian,Percent Change in Median Earnings,2.390753746,1.483568072
2009-2014,10500,"Albany, GA",Other,Percent Change in Median Earnings,0.519233942,1.830911398
2009-2014,10500,"Albany, GA",Total,Percent Change in Median Earnings,0.200398013,0.121803202
2013-2014,10500,"Albany, GA",White,Percent Change in Median Earnings,0.058274519,0.103801563
2013-2014,10500,"Albany, GA",Black,Percent Change in Median Earnings,0.00090375,0.149338588
2013-2014,10500,"Albany, GA",Hispanic,Percent Change in Median Earnings,0.618362665,1.254039168
2013-2014,10500,"Albany, GA",Asian,Percent Change in Median Earnings,1.261431694,1.233304858
2013-2014,10500,"Albany, GA",Other,Percent Change in Median Earnings,-0.650822282,0.580920577
2013-2014,10500,"Albany, GA",Total,Percent Change in Median Earnings,0.05729273,0.105493143
2000-2014,10500,"Albany, GA",White,Percent Change in Relative Income Poverty Rate,-0.134211451,0.156948715
2000-2014,10500,"Albany, GA",Black,Percent Change in Relative Income Poverty Rate,-0.078775667,0.086823478
2000-2014,10500,"Albany, GA",Hispanic,Percent Change in Relative Income Poverty Rate,0.460155189,0.499346018
2000-2014,10500,"Albany, GA",Asian,Percent Change in Relative Income Poverty Rate,-1,0
2000-2014,10500,"Albany, GA",Other,Percent Change in Relative Income Poverty Rate,-1,0
2000-2014,10500,"Albany, GA",Total,Percent Change in Relative Income Poverty Rate,-0.052079141,0.080100149
2009-2014,10500,"Albany, GA",White,Percent Change in Relative Income Poverty Rate,-0.005569955,0.213479817
2009-2014,10500,"Albany, GA",Black,Percent Change in Relative Income Poverty Rate,0.072824776,0.147704616
2009-2014,10500,"Albany, GA",Hispanic,Percent Change in Relative Income Poverty Rate,0.03508706,0.669577062
2009-2014,10500,"Albany, GA",Asian,Percent Change in Relative Income Poverty Rate,,0
2009-2014,10500,"Albany, GA",Other,Percent Change in Relative Income Poverty Rate,-1,0
2009-2014,10500,"Albany, GA",Total,Percent Change in Relative Income Poverty Rate,0.041742377,0.124857925
2013-2014,10500,"Albany, GA",White,Percent Change in Relative Income Poverty Rate,-0.135734826,0.217752129
2013-2014,10500,"Albany, GA",Black,Percent Change in Relative Income Poverty Rate,-0.08854714,0.119544171
2013-2014,10500,"Albany, GA",Hispanic,Percent Change in Relative Income Poverty Rate,-0.018309956,0.601271272
2013-2014,10500,"Albany, GA",Asian,Percent Change in Relative Income Poverty Rate,-1,0
2013-2014,10500,"Albany, GA",Other,Percent Change in Relative Income Poverty Rate,-1,0
2013-2014,10500,"Albany, GA",Total,Percent Change in Relative Income Poverty Rate,-0.093114525,0.112003922
2000-2014,10500,"Albany, GA",White,Percent Change in Employment-to-Population Ratio,-0.183798149,0.036113735
2000-2014,10500,"Albany, GA",Black,Percent Change in Employment-to-Population Ratio,0.011059712,0.060733873
2000-2014,10500,"Albany, GA",Hispanic,Percent Change in Employment-to-Population Ratio,-0.029945133,0.134158432
2000-2014,10500,"Albany, GA",Asian,Percent Change in Employment-to-Population Ratio,-0.276119888,0.142496943
2000-2014,10500,"Albany, GA",Other,Percent Change in Employment-to-Population Ratio,-0.195143417,0.213215172
2000-2014,10500,"Albany, GA",Total,Percent Change in Employment-to-Population Ratio,-0.106662378,0.032179117
2009-2014,10500,"Albany, GA",White,Percent Change in Employment-to-Population Ratio,-0.06701038,0.056981307
2009-2014,10500,"Albany, GA",Black,Percent Change in Employment-to-Population Ratio,-0.103160538,0.070475936
2009-2014,10500,"Albany, GA",Hispanic,Percent Change in Employment-to-Population Ratio,-0.099061571,0.15361008
2009-2014,10500,"Albany, GA",Asian,Percent Change in Employment-to-Population Ratio,0.216108754,0.514199853
2009-2014,10500,"Albany, GA",Other,Percent Change in Employment-to-Population Ratio,-0.172757015,0.262019277
2009-2014,10500,"Albany, GA",Total,Percent Change in Employment-to-Population Ratio,-0.086655222,0.046215709
2013-2014,10500,"Albany, GA",White,Percent Change in Employment-to-Population Ratio,-0.042923529,0.062045164
2013-2014,10500,"Albany, GA",Black,Percent Change in Employment-to-Population Ratio,0.053870931,0.081247158
2013-2014,10500,"Albany, GA",Hispanic,Percent Change in Employment-to-Population Ratio,0.06705033,0.226896152
2013-2014,10500,"Albany, GA",Asian,Percent Change in Employment-to-Population Ratio,-0.115373321,0.231211513
2013-2014,10500,"Albany, GA",Other,Percent Change in Employment-to-Population Ratio,-0.489409149,0.135261029
2013-2014,10500,"Albany, GA",Total,Percent Change in Employment-to-Population Ratio,0.001831317,0.048836321
2000-2014,10540,"Albany, OR",White,Percent Change in Median Earnings,-0.051660404,0.082459062
2000-2014,10540,"Albany, OR",Black,Percent Change in Median Earnings,4.322696209,3.470254898
2000-2014,10540,"Albany, OR",Hispanic,Percent Change in Median Earnings,-0.110554405,0.306807429
2000-2014,10540,"Albany, OR",Asian,Percent Change in Median Earnings,0.189140558,0.290350497
2000-2014,10540,"Albany, OR",Other,Percent Change in Median Earnings,-0.100389339,0.223044395
2000-2014,10540,"Albany, OR",Total,Percent Change in Median Earnings,-0.09130238,0.034765191
2009-2014,10540,"Albany, OR",White,Percent Change in Median Earnings,0.01282255,0.124691442
2009-2014,10540,"Albany, OR",Black,Percent Change in Median Earnings,2.171851158,2.484548569
2009-2014,10540,"Albany, OR",Hispanic,Percent Change in Median Earnings,-0.280749142,0.325502485
2009-2014,10540,"Albany, OR",Asian,Percent Change in Median Earnings,0.329329669,0.608525038
2009-2014,10540,"Albany, OR",Other,Percent Change in Median Earnings,1.219402552,0.82043314
2009-2014,10540,"Albany, OR",Total,Percent Change in Median Earnings,0.056858286,0.097303331
2013-2014,10540,"Albany, OR",White,Percent Change in Median Earnings,0.040258579,0.112882592
2013-2014,10540,"Albany, OR",Black,Percent Change in Median Earnings,12.47370434,9.767259598
2013-2014,10540,"Albany, OR",Hispanic,Percent Change in Median Earnings,-0.309235424,0.330845207
2013-2014,10540,"Albany, OR",Asian,Percent Change in Median Earnings,1.182360649,1.204900384
2013-2014,10540,"Albany, OR",Other,Percent Change in Median Earnings,0.973613083,0.726799607
2013-2014,10540,"Albany, OR",Total,Percent Change in Median Earnings,-0.013193468,0.072712101
2000-2014,10540,"Albany, OR",White,Percent Change in Relative Income Poverty Rate,0.041582752,0.072156407
2000-2014,10540,"Albany, OR",Black,Percent Change in Relative Income Poverty Rate,-1,0
2000-2014,10540,"Albany, OR",Hispanic,Percent Change in Relative Income Poverty Rate,0.158777192,0.227224812
2000-2014,10540,"Albany, OR",Asian,Percent Change in Relative Income Poverty Rate,-0.339324802,0.257654488
2000-2014,10540,"Albany, OR",Other,Percent Change in Relative Income Poverty Rate,0.22297205,0.326450646
2000-2014,10540,"Albany, OR",Total,Percent Change in Relative Income Poverty Rate,0.057098169,0.066832796
2009-2014,10540,"Albany, OR",White,Percent Change in Relative Income Poverty Rate,-0.074953072,0.087853365
2009-2014,10540,"Albany, OR",Black,Percent Change in Relative Income Poverty Rate,-1,0
2009-2014,10540,"Albany, OR",Hispanic,Percent Change in Relative Income Poverty Rate,0.276664674,0.337529451
2009-2014,10540,"Albany, OR",Asian,Percent Change in Relative Income Poverty Rate,-0.246319011,0.434189469
2009-2014,10540,"Albany, OR",Other,Percent Change in Relative Income Poverty Rate,-0.262367636,0.22866194
2009-2014,10540,"Albany, OR",Total,Percent Change in Relative Income Poverty Rate,-0.060195334,0.084039681
2013-2014,10540,"Albany, OR",White,Percent Change in Relative Income Poverty Rate,-0.020761894,0.08894752
2013-2014,10540,"Albany, OR",Black,Percent Change in Relative Income Poverty Rate,-1,0
2013-2014,10540,"Albany, OR",Hispanic,Percent Change in Relative Income Poverty Rate,0.538936913,0.436173379
2013-2014,10540,"Albany, OR",Asian,Percent Change in Relative Income Poverty Rate,-0.458141297,0.279263437
2013-2014,10540,"Albany, OR",Other,Percent Change in Relative Income Poverty Rate,-0.198630437,0.285185665
2013-2014,10540,"Albany, OR",Total,Percent Change in Relative Income Poverty Rate,-0.019027917,0.085714377
2000-2014,10540,"Albany, OR",White,Percent Change in Employment-to-Population Ratio,-0.103359908,0.025958266
2000-2014,10540,"Albany, OR",Black,Percent Change in Employment-to-Population Ratio,-0.036768455,0.577340961
2000-2014,10540,"Albany, OR",Hispanic,Percent Change in Employment-to-Population Ratio,0.018616477,0.098276347
2000-2014,10540,"Albany, OR",Asian,Percent Change in Employment-to-Population Ratio,-0.215911269,0.161028862
2000-2014,10540,"Albany, OR",Other,Percent Change in Employment-to-Population Ratio,0.344777972,0.187704802
2000-2014,10540,"Albany, OR",Total,Percent Change in Employment-to-Population Ratio,-0.095034786,0.024922065
2009-2014,10540,"Albany, OR",White,Percent Change in Employment-to-Population Ratio,-0.019909307,0.040923852
2009-2014,10540,"Albany, OR",Black,Percent Change in Employment-to-Population Ratio,-0.489247322,0.306134522
2009-2014,10540,"Albany, OR",Hispanic,Percent Change in Employment-to-Population Ratio,0.145876542,0.185911894
2009-2014,10540,"Albany, OR",Asian,Percent Change in Employment-to-Population Ratio,-0.37114206,0.15144217
2009-2014,10540,"Albany, OR",Other,Percent Change in Employment-to-Population Ratio,0.303590089,0.316574544
2009-2014,10540,"Albany, OR",Total,Percent Change in Employment-to-Population Ratio,-0.021685436,0.036545888
2013-2014,10540,"Albany, OR",White,Percent Change in Employment-to-Population Ratio,0.058109611,0.047136769
2013-2014,10540,"Albany, OR",Black,Percent Change in Employment-to-Population Ratio,0.843967438,2.335786581
2013-2014,10540,"Albany, OR",Hispanic,Percent Change in Employment-to-Population Ratio,-0.123031288,0.110880718
2013-2014,10540,"Albany, OR",Asian,Percent Change in Employment-to-Population Ratio,-0.135439187,0.199927256
2013-2014,10540,"Albany, OR",Other,Percent Change in Employment-to-Population Ratio,0.146810234,0.22183767
2013-2014,10540,"Albany, OR",Total,Percent Change in Employment-to-Population Ratio,0.041339587,0.04237647
2000-2014,10580,"Albany-Schenectady-Troy, NY",White,Percent Change in Median Earnings,0.054676715,0.041967895
2000-2014,10580,"Albany-Schenectady-Troy, NY",Black,Percent Change in Median Earnings,-0.014712096,0.12703979
2000-2014,10580,"Albany-Schenectady-Troy, NY",Hispanic,Percent Change in Median Earnings,0.029774148,0.12430653
2000-2014,10580,"Albany-Schenectady-Troy, NY",Asian,Percent Change in Median Earnings,0.499351144,0.324522644
2000-2014,10580,"Albany-Schenectady-Troy, NY",Other,Percent Change in Median Earnings,-0.042081203,0.128486067
2000-2014,10580,"Albany-Schenectady-Troy, NY",Total,Percent Change in Median Earnings,0.049545757,0.01805995
2009-2014,10580,"Albany-Schenectady-Troy, NY",White,Percent Change in Median Earnings,0.006346796,0.053055678
2009-2014,10580,"Albany-Schenectady-Troy, NY",Black,Percent Change in Median Earnings,-0.033214804,0.192819729
2009-2014,10580,"Albany-Schenectady-Troy, NY",Hispanic,Percent Change in Median Earnings,0.050853454,0.214414626
2009-2014,10580,"Albany-Schenectady-Troy, NY",Asian,Percent Change in Median Earnings,0.233001396,0.311145872
2009-2014,10580,"Albany-Schenectady-Troy, NY",Other,Percent Change in Median Earnings,-0.212249115,0.183120519
2009-2014,10580,"Albany-Schenectady-Troy, NY",Total,Percent Change in Median Earnings,0.01144647,0.035368156
2013-2014,10580,"Albany-Schenectady-Troy, NY",White,Percent Change in Median Earnings,0.014217819,0.04972529
2013-2014,10580,"Albany-Schenectady-Troy, NY",Black,Percent Change in Median Earnings,-0.159386992,0.164550051
2013-2014,10580,"Albany-Schenectady-Troy, NY",Hispanic,Percent Change in Median Earnings,0.312242717,0.193995118
2013-2014,10580,"Albany-Schenectady-Troy, NY",Asian,Percent Change in Median Earnings,0.518163979,0.368351072
2013-2014,10580,"Albany-Schenectady-Troy, NY",Other,Percent Change in Median Earnings,-0.159386992,0.22623989
2013-2014,10580,"Albany-Schenectady-Troy, NY",Total,Percent Change in Median Earnings,0.015830358,0.034280546
2000-2014,10580,"Albany-Schenectady-Troy, NY",White,Percent Change in Relative Income Poverty Rate,0.116989285,0.037099626
2000-2014,10580,"Albany-Schenectady-Troy, NY",Black,Percent Change in Relative Income Poverty Rate,0.025648113,0.108003289
2000-2014,10580,"Albany-Schenectady-Troy, NY",Hispanic,Percent Change in Relative Income Poverty Rate,0.004977686,0.112773947
2000-2014,10580,"Albany-Schenectady-Troy, NY",Asian,Percent Change in Relative Income Poverty Rate,-0.208508715,0.130448356
2000-2014,10580,"Albany-Schenectady-Troy, NY",Other,Percent Change in Relative Income Poverty Rate,-0.025604555,0.145145252
2000-2014,10580,"Albany-Schenectady-Troy, NY",Total,Percent Change in Relative Income Poverty Rate,0.111201614,0.033695072
2009-2014,10580,"Albany-Schenectady-Troy, NY",White,Percent Change in Relative Income Poverty Rate,0.01561572,0.04206752
2009-2014,10580,"Albany-Schenectady-Troy, NY",Black,Percent Change in Relative Income Poverty Rate,-0.047268234,0.134185761
2009-2014,10580,"Albany-Schenectady-Troy, NY",Hispanic,Percent Change in Relative Income Poverty Rate,-0.058554471,0.163897753
2009-2014,10580,"Albany-Schenectady-Troy, NY",Asian,Percent Change in Relative Income Poverty Rate,0.189646751,0.352194399
2009-2014,10580,"Albany-Schenectady-Troy, NY",Other,Percent Change in Relative Income Poverty Rate,0.483159035,0.349422395
2009-2014,10580,"Albany-Schenectady-Troy, NY",Total,Percent Change in Relative Income Poverty Rate,0.028106635,0.040091299
2013-2014,10580,"Albany-Schenectady-Troy, NY",White,Percent Change in Relative Income Poverty Rate,0.097162753,0.062239647
2013-2014,10580,"Albany-Schenectady-Troy, NY",Black,Percent Change in Relative Income Poverty Rate,0.01990879,0.170464113
2013-2014,10580,"Albany-Schenectady-Troy, NY",Hispanic,Percent Change in Relative Income Poverty Rate,-0.164339721,0.113119736
2013-2014,10580,"Albany-Schenectady-Troy, NY",Asian,Percent Change in Relative Income Poverty Rate,-0.044334073,0.212797061
2013-2014,10580,"Albany-Schenectady-Troy, NY",Other,Percent Change in Relative Income Poverty Rate,-0.01149726,0.270951152
2013-2014,10580,"Albany-Schenectady-Troy, NY",Total,Percent Change in Relative Income Poverty Rate,0.065752774,0.056122325
2000-2014,10580,"Albany-Schenectady-Troy, NY",White,Percent Change in Employment-to-Population Ratio,-0.01228157,0.011079994
2000-2014,10580,"Albany-Schenectady-Troy, NY",Black,Percent Change in Employment-to-Population Ratio,0.036673069,0.048105542
2000-2014,10580,"Albany-Schenectady-Troy, NY",Hispanic,Percent Change in Employment-to-Population Ratio,0.103170767,0.068321213
2000-2014,10580,"Albany-Schenectady-Troy, NY",Asian,Percent Change in Employment-to-Population Ratio,-0.1006855,0.084837526
2000-2014,10580,"Albany-Schenectady-Troy, NY",Other,Percent Change in Employment-to-Population Ratio,0.106414847,0.083339699
2000-2014,10580,"Albany-Schenectady-Troy, NY",Total,Percent Change in Employment-to-Population Ratio,-0.019030187,0.010652795
2009-2014,10580,"Albany-Schenectady-Troy, NY",White,Percent Change in Employment-to-Population Ratio,0.022719763,0.017557565
2009-2014,10580,"Albany-Schenectady-Troy, NY",Black,Percent Change in Employment-to-Population Ratio,0.093728296,0.082815051
2009-2014,10580,"Albany-Schenectady-Troy, NY",Hispanic,Percent Change in Employment-to-Population Ratio,0.031164577,0.123223439
2009-2014,10580,"Albany-Schenectady-Troy, NY",Asian,Percent Change in Employment-to-Population Ratio,-0.146055892,0.094146453
2009-2014,10580,"Albany-Schenectady-Troy, NY",Other,Percent Change in Employment-to-Population Ratio,0.185169697,0.157617837
2009-2014,10580,"Albany-Schenectady-Troy, NY",Total,Percent Change in Employment-to-Population Ratio,0.01763832,0.01856162
2013-2014,10580,"Albany-Schenectady-Troy, NY",White,Percent Change in Employment-to-Population Ratio,0.027161941,0.017929418
2013-2014,10580,"Albany-Schenectady-Troy, NY",Black,Percent Change in Employment-to-Population Ratio,0.033455703,0.080824614
2013-2014,10580,"Albany-Schenectady-Troy, NY",Hispanic,Percent Change in Employment-to-Population Ratio,-0.035746042,0.070730463
2013-2014,10580,"Albany-Schenectady-Troy, NY",Asian,Percent Change in Employment-to-Population Ratio,-0.007670177,0.114074074
