"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","2008","2009","2010","2011","2012","2013"
"15999","Hawaii (Nonmetropolitan Portion)","8","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",7939962,8036320,8004447,8256817,8473791,8756084
"15999","Hawaii (Nonmetropolitan Portion)","8","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",32131,32126,31699,32428,32976,33634
"16998","Idaho (Metropolitan Portion)","7","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",35299338,34844064,35389738,36587078,37360256,38757513
"16998","Idaho (Metropolitan Portion)","7","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",35328,34357,34502,35198,35504,36302
"16999","Idaho (Nonmetropolitan Portion)","7","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",17830909,17427216,17887197,18604332,19441675,20006768
"16999","Idaho (Nonmetropolitan Portion)","7","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",33321,32256,32822,34169,35783,36744
"17998","Illinois (Metropolitan Portion)","3","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",489449377,467126622,466533759,477459239,492706352,492621427
"17998","Illinois (Metropolitan Portion)","3","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",43652,41460,41241,42126,43396,43304
"17999","Illinois (Nonmetropolitan Portion)","3","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",63022454,61454952,60908112,63491229,62581859,66591148
"17999","Illinois (Nonmetropolitan Portion)","3","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",41073,40168,39876,41717,41325,44207
"18998","Indiana (Metropolitan Portion)","3","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",192456606,186349955,187930185,194184978,202039165,202150587
"18998","Indiana (Metropolitan Portion)","3","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",38921,37415,37502,38538,39901,39657
"18999","Indiana (Nonmetropolitan Portion)","3","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",55536277,53627934,53763637,55584591,57018868,57867557
"18999","Indiana (Nonmetropolitan Portion)","3","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",37523,36266,36357,37618,38675,39274
"19998","Iowa (Metropolitan Portion)","4","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",76202178,75817572,75580525,78731043,80918965,81231612
"19998","Iowa (Metropolitan Portion)","4","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",44469,43749,43162,44528,45391,45116
"19999","Iowa (Nonmetropolitan Portion)","4","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",58993051,56987416,56225817,61459583,61431299,62015020
"19999","Iowa (Nonmetropolitan Portion)","4","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",45270,43841,43276,47423,47535,48077
"20998","Kansas (Metropolitan Portion)","4","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",86971946,83717770,82422021,85988443,88339869,88637097
"20998","Kansas (Metropolitan Portion)","4","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",46773,44476,43353,44933,45812,45696
"20999","Kansas (Nonmetropolitan Portion)","4","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",41642451,39643584,39630276,42666438,42627855,43763591
"20999","Kansas (Nonmetropolitan Portion)","4","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",43897,41712,41379,44638,44538,45862
"21998","Kentucky (Metropolitan Portion)","5","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",99385020,97522313,99444072,102706779,105522813,105460962
"21998","Kentucky (Metropolitan Portion)","5","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",40513,39345,39686,40716,41538,41228
"21999","Kentucky (Nonmetropolitan Portion)","5","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",59831022,60524252,60060013,61271122,61607089,61347626
"21999","Kentucky (Nonmetropolitan Portion)","5","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",32575,32922,32607,33221,33494,33390
"22998","Louisiana (Metropolitan Portion)","5","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",156585522,151304778,154749146,157455817,163918572,165098679
"22998","Louisiana (Metropolitan Portion)","5","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",42722,40692,41051,41417,42798,42801
"22999","Louisiana (Nonmetropolitan Portion)","5","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",28689837,28106765,27844545,28597024,29237235,29684264
"22999","Louisiana (Nonmetropolitan Portion)","5","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",37242,36346,35897,36973,37869,38647
"23998","Maine (Metropolitan Portion)","1","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",30640009,30406576,30746797,31217412,31386344,31931928
"23998","Maine (Metropolitan Portion)","1","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",39492,39167,39657,40172,40285,40893
"23999","Maine (Nonmetropolitan Portion)","1","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",19306537,19697005,19571403,19772392,19676417,20206190
"23999","Maine (Nonmetropolitan Portion)","1","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",34808,35602,35452,35901,35815,36911
"24998","Maryland (Metropolitan Portion)","2","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",249031331,246297343,249323503,256032942,261016117,260195653
"24998","Maryland (Metropolitan Portion)","2","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",45018,44162,44259,45027,45539,45050
"24999","Maryland (Nonmetropolitan Portion)","2","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",6992021,6956982,6832781,7204934,7237903,7230623
"24999","Maryland (Nonmetropolitan Portion)","2","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",45661,45395,44394,46794,47245,47223
"25998","Massachusetts (Metropolitan Portion)","1","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",303269254,299787579,303504487,314716311,327980862,327473978
"25998","Massachusetts (Metropolitan Portion)","1","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",47601,46699,46944,48359,50099,49663
"25999","Massachusetts (Nonmetropolitan Portion)","1","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",4653686,4602798,4635650,4842805,5109880,5163241
"25999","Massachusetts (Nonmetropolitan Portion)","1","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",47548,46972,47304,49225,51819,52219
"26998","Michigan (Metropolitan Portion)","3","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",309429838,295819689,298965530,309815787,316819338,318483946
"26998","Michigan (Metropolitan Portion)","3","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",38133,36600,37083,38421,39226,39358
"26999","Michigan (Nonmetropolitan Portion)","3","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",63950363,62334055,63073668,64521610,64889001,65260891
"26999","Michigan (Nonmetropolitan Portion)","3","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",34900,34267,34768,35629,35934,36182
"27998","Minnesota (Metropolitan Portion)","4","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",181234512,173666441,177986416,185785011,191088447,191840960
"27998","Minnesota (Metropolitan Portion)","4","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",45249,42982,43752,45260,46150,45884
"27999","Minnesota (Nonmetropolitan Portion)","4","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",52229619,50547635,52077331,54253333,55988472,54624551
"27999","Minnesota (Nonmetropolitan Portion)","4","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",42060,40740,41923,43674,45188,44074
"28998","Mississippi (Metropolitan Portion)","5","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",48691295,48461148,49091890,50364923,51649138,51634433
"28998","Mississippi (Metropolitan Portion)","5","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",37286,36763,36898,37486,38181,37990
"28999","Mississippi (Nonmetropolitan Portion)","5","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",56522105,56294012,55146556,55763413,57790010,57848056
"28999","Mississippi (Nonmetropolitan Portion)","5","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",34424,34314,33635,34120,35374,35445
"29998","Missouri (Metropolitan Portion)","4","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",197133475,191721220,189512131,190471507,199593104,199387482
"29998","Missouri (Metropolitan Portion)","4","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",45064,43503,42741,42807,44691,44431
"29999","Missouri (Nonmetropolitan Portion)","4","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",56320361,56566904,55952430,56564339,56311367,57799146
"29999","Missouri (Nonmetropolitan Portion)","4","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",36350,36402,35819,36248,36132,37132
"30998","Montana (Metropolitan Portion)","7","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",13326904,13119059,13198802,13659271,14176880,13932905
"30998","Montana (Metropolitan Portion)","7","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",38810,37830,37683,38728,39850,38751
"30999","Montana (Nonmetropolitan Portion)","7","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",22522228,22262182,22977243,24264978,25646982,25853086
"30999","Montana (Nonmetropolitan Portion)","7","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",35579,34938,35887,37626,39473,39433
"31998","Nebraska (Metropolitan Portion)","4","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",51326359,50428045,50330945,51991376,54850545,55667943
"31998","Nebraska (Metropolitan Portion)","4","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",45585,44175,43514,44458,46336,46467
"31999","Nebraska (Nonmetropolitan Portion)","4","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",30563316,29917645,29693998,34313849,34357107,35495766
"31999","Nebraska (Nonmetropolitan Portion)","4","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",45587,44578,44109,51040,51157,52939
"32998","Nevada (Metropolitan Portion)","8","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",95157169,88543902,87744528,87723252,92219001,92761874
"32998","Nevada (Metropolitan Portion)","8","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",39868,36640,36044,35802,37106,36816
"32999","Nevada (Nonmetropolitan Portion)","8","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",10419419,10309998,10302289,10688734,11254533,11310492
"32999","Nevada (Nonmetropolitan Portion)","8","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",39048,38460,38322,39922,41829,41811
"33998","New Hampshire (Metropolitan Portion)","1","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",34543050,34294573,34683752,36466359,37725826,37880649
"33998","New Hampshire (Metropolitan Portion)","1","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",42280,41911,42322,44373,45698,45765
"33999","New Hampshire (Nonmetropolitan Portion)","1","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",20174433,20211967,20265197,21016559,21487273,21804915
"33999","New Hampshire (Nonmetropolitan Portion)","1","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",40438,40600,40767,42350,43315,43984
"34998","New Jersey (Metropolitan Portion)","2","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",399863735,388896108,386899917,395088486,400855259,400831381
"34998","New Jersey (Metropolitan Portion)","2","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",45903,44417,43952,44710,45204,45041
"34999","New Jersey (Nonmetropolitan Portion)","2","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",0,0,0,0,0,0
"34999","New Jersey (Nonmetropolitan Portion)","2","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",0,0,0,0,0,0
"35998","New Mexico (Metropolitan Portion)","6","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",48208455,47761600,47681337,48411411,49203514,48739626
"35998","New Mexico (Metropolitan Portion)","6","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",36170,35264,34688,35003,35418,35060
"35999","New Mexico (Nonmetropolitan Portion)","6","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",23455255,22949828,24235913,25055304,25347499,25315684
"35999","New Mexico (Nonmetropolitan Portion)","6","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",34604,33632,35104,36059,36507,36420
"36998","New York (Metropolitan Portion)","2","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",770387791,751157131,768157445,790652392,813520018,810158174
"36998","New York (Metropolitan Portion)","2","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",43312,42002,42727,43719,44790,44408
"36999","New York (Nonmetropolitan Portion)","2","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",49411445,49493896,50414918,51122575,51865041,52181080
"36999","New York (Nonmetropolitan Portion)","2","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",34661,34776,35502,36054,36706,37068
"37998","North Carolina (Metropolitan Portion)","5","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",287149200,284659315,290658741,295883384,310227468,310524828
"37998","North Carolina (Metropolitan Portion)","5","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",40243,39208,39496,39732,41135,40650
"37999","North Carolina (Nonmetropolitan Portion)","5","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",76727074,76565436,76358853,76110551,78392154,78296203
"37999","North Carolina (Nonmetropolitan Portion)","5","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",35292,34971,34703,34528,35526,35444
"38998","North Dakota (Metropolitan Portion)","4","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",13762592,13812592,14468495,15544643,16877242,16831671
"38998","North Dakota (Metropolitan Portion)","4","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",42676,42172,43521,46187,49018,47312
"38999","North Dakota (Nonmetropolitan Portion)","4","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",17076337,16487202,18071725,19891051,24562824,22665829
"38999","North Dakota (Nonmetropolitan Portion)","4","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",50962,48860,52858,57107,68796,61653
"39998","Ohio (Metropolitan Portion)","3","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",379993459,374755463,374234539,390274941,402457251,404530470
"39998","Ohio (Metropolitan Portion)","3","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",41690,41034,40893,42606,43881,43998
"39999","Ohio (Nonmetropolitan Portion)","3","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",88748967,86840116,86186520,89662908,89633255,91367674
"39999","Ohio (Nonmetropolitan Portion)","3","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",36967,36243,36002,37521,37639,38446
"40998","Oklahoma (Metropolitan Portion)","6","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",105676338,97039749,99492792,106958603,112408752,113477391
"40998","Oklahoma (Metropolitan Portion)","6","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",44989,40672,41075,43720,45445,45331
"40999","Oklahoma (Nonmetropolitan Portion)","6","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",50024046,47317072,49014253,51611431,53661132,53799190
"40999","Oklahoma (Nonmetropolitan Portion)","6","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",37897,35533,36658,38543,39978,39933
"41998","Oregon (Metropolitan Portion)","8","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",120652711,116871715,117081926,120721500,124442116,125507271
"41998","Oregon (Metropolitan Portion)","8","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",38691,37019,36771,37547,38310,38273
"41999","Oregon (Nonmetropolitan Portion)","8","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",20934828,21160835,21097371,22100485,22507914,22793125
"41999","Oregon (Nonmetropolitan Portion)","8","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",32190,32479,32300,33860,34546,35022
"42998","Pennsylvania (Metropolitan Portion)","2","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",477540671,473075316,476008352,490570467,502291085,502859633
"42998","Pennsylvania (Metropolitan Portion)","2","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",43019,42407,42496,43662,44597,44584
"42999","Pennsylvania (Nonmetropolitan Portion)","2","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",51802670,52208251,52759747,54646862,55413927,55230349
"42999","Pennsylvania (Nonmetropolitan Portion)","2","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",34270,34544,34959,36291,36903,36948
"44998","Rhode Island (Metropolitan Portion)","1","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",44155989,43610878,45007247,45325572,46514770,46941090
"44998","Rhode Island (Metropolitan Portion)","1","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",41854,41390,42755,43153,44287,44642
"44999","Rhode Island (Nonmetropolitan Portion)","1","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",0,0,0,0,0,0
"44999","Rhode Island (Nonmetropolitan Portion)","1","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",0,0,0,0,0,0
"45998","South Carolina (Metropolitan Portion)","5","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",140462451,138216031,140864952,143946382,148726182,151200387
"45998","South Carolina (Metropolitan Portion)","5","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",37306,36128,36370,36775,37489,37598
"45999","South Carolina (Nonmetropolitan Portion)","5","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",25487814,25678767,24942470,25580900,25429347,25743006
"45999","South Carolina (Nonmetropolitan Portion)","5","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",33369,33606,32680,33690,33628,34171
"46998","South Dakota (Metropolitan Portion)","4","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",16715964,16734822,17264914,18059947,18663163,19320221
"46998","South Dakota (Metropolitan Portion)","4","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",45569,44830,45597,47095,47697,48328
"46999","South Dakota (Nonmetropolitan Portion)","4","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",20883487,20467847,20552223,22503207,22056800,22130902
"46999","South Dakota (Nonmetropolitan Portion)","4","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",48309,47186,46969,51110,49816,49721
"47998","Tennessee (Metropolitan Portion)","5","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",193579669,191849699,196762938,203052665,210937241,212533568
"47998","Tennessee (Metropolitan Portion)","5","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",40579,39780,40414,41364,42484,42465
"47999","Tennessee (Nonmetropolitan Portion)","5","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",49424486,49323936,49601493,50803998,51604514,52531296
"47999","Tennessee (Nonmetropolitan Portion)","5","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",33463,33254,33335,34111,34638,35232
"48998","Texas (Metropolitan Portion)","6","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",890857470,845652367,874369201,934434214,981583950,995391786
"48998","Texas (Metropolitan Portion)","6","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",41743,38767,39320,41303,42602,42493
"48999","Texas (Nonmetropolitan Portion)","6","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",108558723,105562481,108626491,116016619,121216760,122630142
"48999","Texas (Nonmetropolitan Portion)","6","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",36585,35325,36114,38452,40137,40558
"49998","Utah (Metropolitan Portion)","7","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",84045544,80541622,81376925,84339087,88300576,90304534
"49998","Utah (Metropolitan Portion)","7","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",35425,33211,32911,33605,34669,34880
"49999","Utah (Nonmetropolitan Portion)","7","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",10331348,10042009,10262985,11142182,11367773,11680981
"49999","Utah (Nonmetropolitan Portion)","7","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",35563,33670,34003,36524,36916,37456
"50998","Vermont (Metropolitan Portion)","1","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",8676469,8555409,8725228,9111577,9310822,9521209
"50998","Vermont (Metropolitan Portion)","1","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",41448,40656,41253,42829,43565,44327
